timestep_4,technology_2,technology_3,parameter,value
h8013,offshore,offshore_a,avaConv,0.811833195
h8014,offshore,offshore_a,avaConv,0.81653842
h8015,offshore,offshore_a,avaConv,0.816324823
h8016,offshore,offshore_a,avaConv,0.805539524
h8017,offshore,offshore_a,avaConv,0.796055369
h8018,offshore,offshore_a,avaConv,0.797207786
h8019,offshore,offshore_a,avaConv,0.814187406
h8020,offshore,offshore_a,avaConv,0.808617719
h8021,offshore,offshore_a,avaConv,0.799150715
h8022,offshore,offshore_a,avaConv,0.77247373
h8023,offshore,offshore_a,avaConv,0.76037127
h8024,offshore,offshore_a,avaConv,0.758529668
h8025,offshore,offshore_a,avaConv,0.776560969
h8026,offshore,offshore_a,avaConv,0.808260073
h8027,offshore,offshore_a,avaConv,0.80661394
h8028,offshore,offshore_a,avaConv,0.812047347
h8029,offshore,offshore_a,avaConv,0.817179053
h8030,offshore,offshore_a,avaConv,0.819099535
h8031,offshore,offshore_a,avaConv,0.820094507
h8032,offshore,offshore_a,avaConv,0.822934162
h8033,offshore,offshore_a,avaConv,0.825769214
h8034,offshore,offshore_a,avaConv,0.827255784
h8035,offshore,offshore_a,avaConv,0.816467224
h8036,offshore,offshore_a,avaConv,0.8202366
h8037,offshore,offshore_a,avaConv,0.826123273
h8038,offshore,offshore_a,avaConv,0.824352261
h8039,offshore,offshore_a,avaConv,0.822650404
h8040,offshore,offshore_a,avaConv,0.818601836
h8041,offshore,offshore_a,avaConv,0.817179053
h8042,offshore,offshore_a,avaConv,0.805969371
h8043,offshore,offshore_a,avaConv,0.806327495
h8044,offshore,offshore_a,avaConv,0.806685544
h8045,offshore,offshore_a,avaConv,0.807973903
h8046,offshore,offshore_a,avaConv,0.820307642
h8047,offshore,offshore_a,avaConv,0.823572449
h8048,offshore,offshore_a,avaConv,0.819028444
h8049,offshore,offshore_a,avaConv,0.788834878
h8050,offshore,offshore_a,avaConv,0.759929477
h8051,offshore,offshore_a,avaConv,0.759855833
h8052,offshore,offshore_a,avaConv,0.763460448
h8053,offshore,offshore_a,avaConv,0.76412165
h8054,offshore,offshore_a,avaConv,0.761107324
h8055,offshore,offshore_a,avaConv,0.764782582
h8056,offshore,offshore_a,avaConv,0.813902218
h8057,offshore,offshore_a,avaConv,0.825131727
h8058,offshore,offshore_a,avaConv,0.825698393
h8059,offshore,offshore_a,avaConv,0.82520257
h8060,offshore,offshore_a,avaConv,0.82491918
h8061,offshore,offshore_a,avaConv,0.825344248
h8062,offshore,offshore_a,avaConv,0.823714259
h8063,offshore,offshore_a,avaConv,0.823288794
h8064,offshore,offshore_a,avaConv,0.821798854
h8065,offshore,offshore_a,avaConv,0.823430627
h8066,offshore,offshore_a,avaConv,0.824777467
h8067,offshore,offshore_a,avaConv,0.820946889
h8068,offshore,offshore_a,avaConv,0.81895735
h8069,offshore,offshore_a,avaConv,0.80489455
h8070,offshore,offshore_a,avaConv,0.747064341
h8071,offshore,offshore_a,avaConv,0.692901089
h8072,offshore,offshore_a,avaConv,0.625575069
h8073,offshore,offshore_a,avaConv,0.567132351
h8074,offshore,offshore_a,avaConv,0.521463027
h8075,offshore,offshore_a,avaConv,0.507483511
h8076,offshore,offshore_a,avaConv,0.496204183
h8077,offshore,offshore_a,avaConv,0.457973497
h8078,offshore,offshore_a,avaConv,0.403422114
h8079,offshore,offshore_a,avaConv,0.393744699
h8080,offshore,offshore_a,avaConv,0.415636582
h8081,offshore,offshore_a,avaConv,0.441858441
h8082,offshore,offshore_a,avaConv,0.471616276
h8083,offshore,offshore_a,avaConv,0.510595725
h8084,offshore,offshore_a,avaConv,0.498002556
h8085,offshore,offshore_a,avaConv,0.444705436
h8086,offshore,offshore_a,avaConv,0.437667156
h8087,offshore,offshore_a,avaConv,0.413187704
h8088,offshore,offshore_a,avaConv,0.340964806
h8089,offshore,offshore_a,avaConv,0.275161433
h8090,offshore,offshore_a,avaConv,0.257797612
h8091,offshore,offshore_a,avaConv,0.222327992
h8092,offshore,offshore_a,avaConv,0.216248592
h8093,offshore,offshore_a,avaConv,0.184956187
h8094,offshore,offshore_a,avaConv,0.192895032
h8095,offshore,offshore_a,avaConv,0.181504504
h8096,offshore,offshore_a,avaConv,0.154998988
h8097,offshore,offshore_a,avaConv,0.137896106
h8098,offshore,offshore_a,avaConv,0.122001271
h8099,offshore,offshore_a,avaConv,0.105621535
h8100,offshore,offshore_a,avaConv,0.101861856
h8101,offshore,offshore_a,avaConv,0.113680216
h8102,offshore,offshore_a,avaConv,0.132586582
h8103,offshore,offshore_a,avaConv,0.160554184
h8104,offshore,offshore_a,avaConv,0.16223357
h8105,offshore,offshore_a,avaConv,0.170957524
h8106,offshore,offshore_a,avaConv,0.191488797
h8107,offshore,offshore_a,avaConv,0.174064667
h8108,offshore,offshore_a,avaConv,0.138717
h8109,offshore,offshore_a,avaConv,0.113680216
h8110,offshore,offshore_a,avaConv,0.091961296
h8111,offshore,offshore_a,avaConv,0.078984271
h8112,offshore,offshore_a,avaConv,0.08341478
h8113,offshore,offshore_a,avaConv,0.079624261
h8114,offshore,offshore_a,avaConv,0.085485849
h8115,offshore,offshore_a,avaConv,0.090563563
h8116,offshore,offshore_a,avaConv,0.10033963
h8117,offshore,offshore_a,avaConv,0.099574429
h8118,offshore,offshore_a,avaConv,0.090563563
h8119,offshore,offshore_a,avaConv,0.088346326
h8120,offshore,offshore_a,avaConv,0.076833039
h8121,offshore,offshore_a,avaConv,0.099574429
h8122,offshore,offshore_a,avaConv,0.112416511
h8123,offshore,offshore_a,avaConv,0.109502548
h8124,offshore,offshore_a,avaConv,0.114399371
h8125,offshore,offshore_a,avaConv,0.133088562
h8126,offshore,offshore_a,avaConv,0.136247371
h8127,offshore,offshore_a,avaConv,0.135087649
h8128,offshore,offshore_a,avaConv,0.149031572
h8129,offshore,offshore_a,avaConv,0.152186053
h8130,offshore,offshore_a,avaConv,0.161013015
h8131,offshore,offshore_a,avaConv,0.169915899
h8132,offshore,offshore_a,avaConv,0.165718888
h8133,offshore,offshore_a,avaConv,0.190924941
h8134,offshore,offshore_a,avaConv,0.204933364
h8135,offshore,offshore_a,avaConv,0.20247049
h8136,offshore,offshore_a,avaConv,0.20683934
h8137,offshore,offshore_a,avaConv,0.208601802
h8138,offshore,offshore_a,avaConv,0.221144752
h8139,offshore,offshore_a,avaConv,0.220486108
h8140,offshore,offshore_a,avaConv,0.208195704
h8141,offshore,offshore_a,avaConv,0.20683934
h8142,offshore,offshore_a,avaConv,0.196250504
h8143,offshore,offshore_a,avaConv,0.197362999
h8144,offshore,offshore_a,avaConv,0.204113961
h8145,offshore,offshore_a,avaConv,0.222852926
h8146,offshore,offshore_a,avaConv,0.231561165
h8147,offshore,offshore_a,avaConv,0.238596012
h8148,offshore,offshore_a,avaConv,0.247285996
h8149,offshore,offshore_a,avaConv,0.255588675
h8150,offshore,offshore_a,avaConv,0.258164902
h8151,offshore,offshore_a,avaConv,0.271587347
h8152,offshore,offshore_a,avaConv,0.285055045
h8153,offshore,offshore_a,avaConv,0.329928309
h8154,offshore,offshore_a,avaConv,0.318936889
h8155,offshore,offshore_a,avaConv,0.294329512
h8156,offshore,offshore_a,avaConv,0.302560409
h8157,offshore,offshore_a,avaConv,0.295249368
h8158,offshore,offshore_a,avaConv,0.274329442
h8159,offshore,offshore_a,avaConv,0.256816966
h8160,offshore,offshore_a,avaConv,0.229107535
h8161,offshore,offshore_a,avaConv,0.226511334
h8162,offshore,offshore_a,avaConv,0.230142142
h8163,offshore,offshore_a,avaConv,0.203703679
h8164,offshore,offshore_a,avaConv,0.161928838
h8165,offshore,offshore_a,avaConv,0.134755439
h8166,offshore,offshore_a,avaConv,0.103185067
h8167,offshore,offshore_a,avaConv,0.062304447
h8168,offshore,offshore_a,avaConv,0.053648547
h8169,offshore,offshore_a,avaConv,0.049998861
h8170,offshore,offshore_a,avaConv,0.045667086
h8171,offshore,offshore_a,avaConv,0.067923085
h8172,offshore,offshore_a,avaConv,0.112958914
h8173,offshore,offshore_a,avaConv,0.156860989
h8174,offshore,offshore_a,avaConv,0.160401103
h8175,offshore,offshore_a,avaConv,0.193876531
h8176,offshore,offshore_a,avaConv,0.173327253
h8177,offshore,offshore_a,avaConv,0.196807121
h8178,offshore,offshore_a,avaConv,0.223115175
h8179,offshore,offshore_a,avaConv,0.279893197
h8180,offshore,offshore_a,avaConv,0.41083034
h8181,offshore,offshore_a,avaConv,0.553447868
h8182,offshore,offshore_a,avaConv,0.613658431
h8183,offshore,offshore_a,avaConv,0.614309746
h8184,offshore,offshore_a,avaConv,0.612680849
h8185,offshore,offshore_a,avaConv,0.566371501
h8186,offshore,offshore_a,avaConv,0.50302184
h8187,offshore,offshore_a,avaConv,0.519174814
h8188,offshore,offshore_a,avaConv,0.537177323
h8189,offshore,offshore_a,avaConv,0.570170965
h8190,offshore,offshore_a,avaConv,0.60729096
h8191,offshore,offshore_a,avaConv,0.625575069
h8192,offshore,offshore_a,avaConv,0.670345992
h8193,offshore,offshore_a,avaConv,0.736861125
h8194,offshore,offshore_a,avaConv,0.76984084
h8195,offshore,offshore_a,avaConv,0.797567756
h8196,offshore,offshore_a,avaConv,0.816324823
h8197,offshore,offshore_a,avaConv,0.823572449
h8198,offshore,offshore_a,avaConv,0.825060881
h8199,offshore,offshore_a,avaConv,0.799006871
h8200,offshore,offshore_a,avaConv,0.784487629
h8201,offshore,offshore_a,avaConv,0.727117401
h8202,offshore,offshore_a,avaConv,0.73954867
h8203,offshore,offshore_a,avaConv,0.748325855
h8204,offshore,offshore_a,avaConv,0.68959015
h8205,offshore,offshore_a,avaConv,0.585251574
h8206,offshore,offshore_a,avaConv,0.524974164
h8207,offshore,offshore_a,avaConv,0.524448199
h8208,offshore,offshore_a,avaConv,0.520407517
h8209,offshore,offshore_a,avaConv,0.447543882
h8210,offshore,offshore_a,avaConv,0.410436828
h8211,offshore,offshore_a,avaConv,0.41348193
h8212,offshore,offshore_a,avaConv,0.414070085
h8213,offshore,offshore_a,avaConv,0.413776056
h8214,offshore,offshore_a,avaConv,0.405304881
h8215,offshore,offshore_a,avaConv,0.544436905
h8216,offshore,offshore_a,avaConv,0.692747257
h8217,offshore,offshore_a,avaConv,0.675959505
h8218,offshore,offshore_a,avaConv,0.642894249
h8219,offshore,offshore_a,avaConv,0.633941718
h8220,offshore,offshore_a,avaConv,0.64623634
h8221,offshore,offshore_a,avaConv,0.65186766
h8222,offshore,offshore_a,avaConv,0.612762343
h8223,offshore,offshore_a,avaConv,0.621695752
h8224,offshore,offshore_a,avaConv,0.650125199
h8225,offshore,offshore_a,avaConv,0.673311424
h8226,offshore,offshore_a,avaConv,0.67120504
h8227,offshore,offshore_a,avaConv,0.711322201
h8228,offshore,offshore_a,avaConv,0.739847002
h8229,offshore,offshore_a,avaConv,0.741710299
h8230,offshore,offshore_a,avaConv,0.66054736
h8231,offshore,offshore_a,avaConv,0.540726419
h8232,offshore,offshore_a,avaConv,0.519086711
h8233,offshore,offshore_a,avaConv,0.557714593
h8234,offshore,offshore_a,avaConv,0.556095053
h8235,offshore,offshore_a,avaConv,0.496024177
h8236,offshore,offshore_a,avaConv,0.513167671
h8237,offshore,offshore_a,avaConv,0.578990464
h8238,offshore,offshore_a,avaConv,0.616668043
h8239,offshore,offshore_a,avaConv,0.649570319
h8240,offshore,offshore_a,avaConv,0.679844903
h8241,offshore,offshore_a,avaConv,0.640502029
h8242,offshore,offshore_a,avaConv,0.651709345
h8243,offshore,offshore_a,avaConv,0.711777942
h8244,offshore,offshore_a,avaConv,0.705079889
h8245,offshore,offshore_a,avaConv,0.715267413
h8246,offshore,offshore_a,avaConv,0.689358875
h8247,offshore,offshore_a,avaConv,0.687738929
h8248,offshore,offshore_a,avaConv,0.748696699
h8249,offshore,offshore_a,avaConv,0.773934623
h8250,offshore,offshore_a,avaConv,0.787097334
h8251,offshore,offshore_a,avaConv,0.794108883
h8252,offshore,offshore_a,avaConv,0.785357984
h8253,offshore,offshore_a,avaConv,0.805396217
h8254,offshore,offshore_a,avaConv,0.803603872
h8255,offshore,offshore_a,avaConv,0.822579457
h8256,offshore,offshore_a,avaConv,0.82520257
h8257,offshore,offshore_a,avaConv,0.821727873
h8258,offshore,offshore_a,avaConv,0.816823175
h8259,offshore,offshore_a,avaConv,0.821088912
h8260,offshore,offshore_a,avaConv,0.815185196
h8261,offshore,offshore_a,avaConv,0.805467872
h8262,offshore,offshore_a,avaConv,0.789558323
h8263,offshore,offshore_a,avaConv,0.772035208
h8264,offshore,offshore_a,avaConv,0.725462391
h8265,offshore,offshore_a,avaConv,0.692362607
h8266,offshore,offshore_a,avaConv,0.67058033
h8267,offshore,offshore_a,avaConv,0.677437191
h8268,offshore,offshore_a,avaConv,0.646951444
h8269,offshore,offshore_a,avaConv,0.597597904
h8270,offshore,offshore_a,avaConv,0.555412477
h8271,offshore,offshore_a,avaConv,0.530133026
h8272,offshore,offshore_a,avaConv,0.471708445
h8273,offshore,offshore_a,avaConv,0.426718775
h8274,offshore,offshore_a,avaConv,0.379065565
h8275,offshore,offshore_a,avaConv,0.357632175
h8276,offshore,offshore_a,avaConv,0.320154597
h8277,offshore,offshore_a,avaConv,0.334168372
h8278,offshore,offshore_a,avaConv,0.322363048
h8279,offshore,offshore_a,avaConv,0.299143831
h8280,offshore,offshore_a,avaConv,0.287619517
h8281,offshore,offshore_a,avaConv,0.244154296
h8282,offshore,offshore_a,avaConv,0.334926727
h8283,offshore,offshore_a,avaConv,0.389620514
h8284,offshore,offshore_a,avaConv,0.51440713
h8285,offshore,offshore_a,avaConv,0.598174973
h8286,offshore,offshore_a,avaConv,0.699577322
h8287,offshore,offshore_a,avaConv,0.754249024
h8288,offshore,offshore_a,avaConv,0.763313478
h8289,offshore,offshore_a,avaConv,0.76742363
h8290,offshore,offshore_a,avaConv,0.798647206
h8291,offshore,offshore_a,avaConv,0.801953252
h8292,offshore,offshore_a,avaConv,0.802958168
h8293,offshore,offshore_a,avaConv,0.805611172
h8294,offshore,offshore_a,avaConv,0.799366459
h8295,offshore,offshore_a,avaConv,0.817677159
h8296,offshore,offshore_a,avaConv,0.810476282
h8297,offshore,offshore_a,avaConv,0.808260073
h8298,offshore,offshore_a,avaConv,0.80661394
h8299,offshore,offshore_a,avaConv,0.814472548
h8300,offshore,offshore_a,avaConv,0.818032862
h8301,offshore,offshore_a,avaConv,0.80847467
h8302,offshore,offshore_a,avaConv,0.782745555
h8303,offshore,offshore_a,avaConv,0.771084676
h8304,offshore,offshore_a,avaConv,0.725989178
h8305,offshore,offshore_a,avaConv,0.62339435
h8306,offshore,offshore_a,avaConv,0.512547413
h8307,offshore,offshore_a,avaConv,0.383954039
h8308,offshore,offshore_a,avaConv,0.35479219
h8309,offshore,offshore_a,avaConv,0.314824784
h8310,offshore,offshore_a,avaConv,0.276347943
h8311,offshore,offshore_a,avaConv,0.216115542
h8312,offshore,offshore_a,avaConv,0.17787583
h8313,offshore,offshore_a,avaConv,0.143917798
h8314,offshore,offshore_a,avaConv,0.120954155
h8315,offshore,offshore_a,avaConv,0.118140698
h8316,offshore,offshore_a,avaConv,0.131747953
h8317,offshore,offshore_a,avaConv,0.14616543
h8318,offshore,offshore_a,avaConv,0.154687632
h8319,offshore,offshore_a,avaConv,0.148555693
h8320,offshore,offshore_a,avaConv,0.164964165
h8321,offshore,offshore_a,avaConv,0.197362999
h8322,offshore,offshore_a,avaConv,0.2356662
h8323,offshore,offshore_a,avaConv,0.237706131
h8324,offshore,offshore_a,avaConv,0.240117902
h8325,offshore,offshore_a,avaConv,0.300626591
h8326,offshore,offshore_a,avaConv,0.360566178
h8327,offshore,offshore_a,avaConv,0.384968783
h8328,offshore,offshore_a,avaConv,0.420708648
h8329,offshore,offshore_a,avaConv,0.410141577
h8330,offshore,offshore_a,avaConv,0.332649226
h8331,offshore,offshore_a,avaConv,0.320596859
h8332,offshore,offshore_a,avaConv,0.293523527
h8333,offshore,offshore_a,avaConv,0.313373987
h8334,offshore,offshore_a,avaConv,0.313485698
h8335,offshore,offshore_a,avaConv,0.310238396
h8336,offshore,offshore_a,avaConv,0.269911852
h8337,offshore,offshore_a,avaConv,0.252134564
h8338,offshore,offshore_a,avaConv,0.244782142
h8339,offshore,offshore_a,avaConv,0.230658626
h8340,offshore,offshore_a,avaConv,0.216647512
h8341,offshore,offshore_a,avaConv,0.225468929
h8342,offshore,offshore_a,avaConv,0.257552615
h8343,offshore,offshore_a,avaConv,0.261094429
h8344,offshore,offshore_a,avaConv,0.235410625
h8345,offshore,offshore_a,avaConv,0.25039914
h8346,offshore,offshore_a,avaConv,0.285288626
h8347,offshore,offshore_a,avaConv,0.311359955
h8348,offshore,offshore_a,avaConv,0.295823594
h8349,offshore,offshore_a,avaConv,0.309901556
h8350,offshore,offshore_a,avaConv,0.309227359
h8351,offshore,offshore_a,avaConv,0.317161761
h8352,offshore,offshore_a,avaConv,0.277058699
h8353,offshore,offshore_a,avaConv,0.235793939
h8354,offshore,offshore_a,avaConv,0.219958525
h8355,offshore,offshore_a,avaConv,0.20247049
h8356,offshore,offshore_a,avaConv,0.174800613
h8357,offshore,offshore_a,avaConv,0.173622395
h8358,offshore,offshore_a,avaConv,0.187098157
h8359,offshore,offshore_a,avaConv,0.200820716
h8360,offshore,offshore_a,avaConv,0.211299691
h8361,offshore,offshore_a,avaConv,0.19694616
h8362,offshore,offshore_a,avaConv,0.203566832
h8363,offshore,offshore_a,avaConv,0.183234171
h8364,offshore,offshore_a,avaConv,0.160094734
h8365,offshore,offshore_a,avaConv,0.196389728
h8366,offshore,offshore_a,avaConv,0.255219646
h8367,offshore,offshore_a,avaConv,0.289477848
h8368,offshore,offshore_a,avaConv,0.332214585
h8369,offshore,offshore_a,avaConv,0.356055721
h8370,offshore,offshore_a,avaConv,0.341823275
h8371,offshore,offshore_a,avaConv,0.347804459
h8372,offshore,offshore_a,avaConv,0.344392622
h8373,offshore,offshore_a,avaConv,0.359519614
h8374,offshore,offshore_a,avaConv,0.366089329
h8375,offshore,offshore_a,avaConv,0.3710578
h8376,offshore,offshore_a,avaConv,0.373736014
h8377,offshore,offshore_a,avaConv,0.3878034
h8378,offshore,offshore_a,avaConv,0.400042585
h8379,offshore,offshore_a,avaConv,0.404215361
h8380,offshore,offshore_a,avaConv,0.396949501
h8381,offshore,offshore_a,avaConv,0.39404567
h8382,offshore,offshore_a,avaConv,0.424978024
h8383,offshore,offshore_a,avaConv,0.495213769
h8384,offshore,offshore_a,avaConv,0.54693262
h8385,offshore,offshore_a,avaConv,0.565017689
h8386,offshore,offshore_a,avaConv,0.583418261
h8387,offshore,offshore_a,avaConv,0.601138629
h8388,offshore,offshore_a,avaConv,0.619346472
h8389,offshore,offshore_a,avaConv,0.635224279
h8390,offshore,offshore_a,avaConv,0.626623769
h8391,offshore,offshore_a,avaConv,0.627993902
h8392,offshore,offshore_a,avaConv,0.657160811
h8393,offshore,offshore_a,avaConv,0.677825804
h8394,offshore,offshore_a,avaConv,0.693208704
h8395,offshore,offshore_a,avaConv,0.70690959
h8396,offshore,offshore_a,avaConv,0.696434803
h8397,offshore,offshore_a,avaConv,0.662119718
h8398,offshore,offshore_a,avaConv,0.594047282
h8399,offshore,offshore_a,avaConv,0.527425397
h8400,offshore,offshore_a,avaConv,0.486530165
h8401,offshore,offshore_a,avaConv,0.491694763
h8402,offshore,offshore_a,avaConv,0.517940732
h8403,offshore,offshore_a,avaConv,0.50248519
h8404,offshore,offshore_a,avaConv,0.482160944
h8405,offshore,offshore_a,avaConv,0.440717224
h8406,offshore,offshore_a,avaConv,0.427973909
h8407,offshore,offshore_a,avaConv,0.412500795
h8408,offshore,offshore_a,avaConv,0.368370458
h8409,offshore,offshore_a,avaConv,0.335792431
h8410,offshore,offshore_a,avaConv,0.310575064
h8411,offshore,offshore_a,avaConv,0.266063622
h8412,offshore,offshore_a,avaConv,0.227681348
h8413,offshore,offshore_a,avaConv,0.175975105
h8414,offshore,offshore_a,avaConv,0.132419056
h8415,offshore,offshore_a,avaConv,0.124255655
h8416,offshore,offshore_a,avaConv,0.163904813
h8417,offshore,offshore_a,avaConv,0.226120697
h8418,offshore,offshore_a,avaConv,0.245785124
h8419,offshore,offshore_a,avaConv,0.235027018
h8420,offshore,offshore_a,avaConv,0.229625113
h8421,offshore,offshore_a,avaConv,0.191347906
h8422,offshore,offshore_a,avaConv,0.168422625
h8423,offshore,offshore_a,avaConv,0.136742973
h8424,offshore,offshore_a,avaConv,0.094727247
h8425,offshore,offshore_a,avaConv,0.078341828
h8426,offshore,offshore_a,avaConv,0.085279812
h8427,offshore,offshore_a,avaConv,0.109135742
h8428,offshore,offshore_a,avaConv,0.108768354
h8429,offshore,offshore_a,avaConv,0.131243568
h8430,offshore,offshore_a,avaConv,0.137731651
h8431,offshore,offshore_a,avaConv,0.141003452
h8432,offshore,offshore_a,avaConv,0.143111065
h8433,offshore,offshore_a,avaConv,0.150297102
h8434,offshore,offshore_a,avaConv,0.189794871
