timestep_4,technology_2,technology_3,parameter,value
h6306,offshore,offshore_c,avaConv,0.0001
h6307,offshore,offshore_c,avaConv,0.0001
h6308,offshore,offshore_c,avaConv,0.0001
h6309,offshore,offshore_c,avaConv,0.0001
h6310,offshore,offshore_c,avaConv,0.0001
h6311,offshore,offshore_c,avaConv,0.0001
h6312,offshore,offshore_c,avaConv,0.0001
h6313,offshore,offshore_c,avaConv,0.0001
h6314,offshore,offshore_c,avaConv,0.0001
h6315,offshore,offshore_c,avaConv,0.0001
h6316,offshore,offshore_c,avaConv,0.0001
h6317,offshore,offshore_c,avaConv,0.0001
h6318,offshore,offshore_c,avaConv,0.0001
h6319,offshore,offshore_c,avaConv,0.0001
h6320,offshore,offshore_c,avaConv,0.0001
h6321,offshore,offshore_c,avaConv,0.0001
h6322,offshore,offshore_c,avaConv,0.0001
h6323,offshore,offshore_c,avaConv,0.0001
h6324,offshore,offshore_c,avaConv,0.0001
h6325,offshore,offshore_c,avaConv,0.0001
h6326,offshore,offshore_c,avaConv,0.0001
h6327,offshore,offshore_c,avaConv,0.0001
h6328,offshore,offshore_c,avaConv,0.0001
h6329,offshore,offshore_c,avaConv,0.0001
h6330,offshore,offshore_c,avaConv,0.0001
h6331,offshore,offshore_c,avaConv,0.0001
h6332,offshore,offshore_c,avaConv,0.0001
h6333,offshore,offshore_c,avaConv,0.0001
h6334,offshore,offshore_c,avaConv,0.0001
h6335,offshore,offshore_c,avaConv,0.0001
h6336,offshore,offshore_c,avaConv,0.0001
h6337,offshore,offshore_c,avaConv,0.0001
h6338,offshore,offshore_c,avaConv,0.0001
h6339,offshore,offshore_c,avaConv,0.0001
h6340,offshore,offshore_c,avaConv,0.0001
h6341,offshore,offshore_c,avaConv,0.0001
h6342,offshore,offshore_c,avaConv,0.0001
h6343,offshore,offshore_c,avaConv,0.0001
h6344,offshore,offshore_c,avaConv,0.0001
h6345,offshore,offshore_c,avaConv,0.0001
h6346,offshore,offshore_c,avaConv,0.0001
h6347,offshore,offshore_c,avaConv,0.0001
h6348,offshore,offshore_c,avaConv,0.0001
h6349,offshore,offshore_c,avaConv,0.0001
h6350,offshore,offshore_c,avaConv,0.0001
h6351,offshore,offshore_c,avaConv,0.0001
h6352,offshore,offshore_c,avaConv,0.0001
h6353,offshore,offshore_c,avaConv,0.0001
h6354,offshore,offshore_c,avaConv,0.0001
h6355,offshore,offshore_c,avaConv,0.0001
h6356,offshore,offshore_c,avaConv,0.0001
h6357,offshore,offshore_c,avaConv,0.0001
h6358,offshore,offshore_c,avaConv,0.0001
h6359,offshore,offshore_c,avaConv,0.0001
h6360,offshore,offshore_c,avaConv,0.0001
h6361,offshore,offshore_c,avaConv,0.0001
h6362,offshore,offshore_c,avaConv,0.0001
h6363,offshore,offshore_c,avaConv,0.0001
h6364,offshore,offshore_c,avaConv,0.0001
h6365,offshore,offshore_c,avaConv,0.0001
h6366,offshore,offshore_c,avaConv,0.0001
h6367,offshore,offshore_c,avaConv,0.0001
h6368,offshore,offshore_c,avaConv,0.0001
h6369,offshore,offshore_c,avaConv,0.0001
h6370,offshore,offshore_c,avaConv,0.0001
h6371,offshore,offshore_c,avaConv,0.0001
h6372,offshore,offshore_c,avaConv,0.0001
h6373,offshore,offshore_c,avaConv,0.0001
h6374,offshore,offshore_c,avaConv,0.0001
h6375,offshore,offshore_c,avaConv,0.0001
h6376,offshore,offshore_c,avaConv,0.0001
h6377,offshore,offshore_c,avaConv,0.0001
h6378,offshore,offshore_c,avaConv,0.0001
h6379,offshore,offshore_c,avaConv,0.0001
h6380,offshore,offshore_c,avaConv,0.0001
h6381,offshore,offshore_c,avaConv,0.0001
h6382,offshore,offshore_c,avaConv,0.0001
h6383,offshore,offshore_c,avaConv,0.0001
h6384,offshore,offshore_c,avaConv,0.0001
h6385,offshore,offshore_c,avaConv,0.0001
h6386,offshore,offshore_c,avaConv,0.0001
h6387,offshore,offshore_c,avaConv,0.0001
h6388,offshore,offshore_c,avaConv,0.0001
h6389,offshore,offshore_c,avaConv,0.0001
h6390,offshore,offshore_c,avaConv,0.0001
h6391,offshore,offshore_c,avaConv,0.0001
h6392,offshore,offshore_c,avaConv,0.0001
h6393,offshore,offshore_c,avaConv,0.0001
h6394,offshore,offshore_c,avaConv,0.0001
h6395,offshore,offshore_c,avaConv,0.0001
h6396,offshore,offshore_c,avaConv,0.0001
h6397,offshore,offshore_c,avaConv,0.0001
h6398,offshore,offshore_c,avaConv,0.000100006
h6399,offshore,offshore_c,avaConv,0.0001
h6400,offshore,offshore_c,avaConv,0.0001
h6401,offshore,offshore_c,avaConv,0.0001
h6402,offshore,offshore_c,avaConv,0.0001
h6403,offshore,offshore_c,avaConv,0.0001
h6404,offshore,offshore_c,avaConv,0.0001
h6405,offshore,offshore_c,avaConv,0.0001
h6406,offshore,offshore_c,avaConv,0.0001
h6407,offshore,offshore_c,avaConv,0.0001
h6408,offshore,offshore_c,avaConv,0.0001
h6409,offshore,offshore_c,avaConv,0.0001
h6410,offshore,offshore_c,avaConv,0.0001
h6411,offshore,offshore_c,avaConv,0.0001
h6412,offshore,offshore_c,avaConv,0.0001
h6413,offshore,offshore_c,avaConv,0.0001
h6414,offshore,offshore_c,avaConv,0.0001
h6415,offshore,offshore_c,avaConv,0.0001
h6416,offshore,offshore_c,avaConv,0.000100001
h6417,offshore,offshore_c,avaConv,0.000100009
h6418,offshore,offshore_c,avaConv,0.000100017
h6419,offshore,offshore_c,avaConv,0.0001
h6420,offshore,offshore_c,avaConv,0.0001
h6421,offshore,offshore_c,avaConv,0.0001
h6422,offshore,offshore_c,avaConv,0.0001
h6423,offshore,offshore_c,avaConv,0.0001
h6424,offshore,offshore_c,avaConv,0.0001
h6425,offshore,offshore_c,avaConv,0.0001
h6426,offshore,offshore_c,avaConv,0.0001
h6427,offshore,offshore_c,avaConv,0.0001
h6428,offshore,offshore_c,avaConv,0.0001
h6429,offshore,offshore_c,avaConv,0.000100006
h6430,offshore,offshore_c,avaConv,0.000100094
h6431,offshore,offshore_c,avaConv,0.00010299
h6432,offshore,offshore_c,avaConv,0.000133315
h6433,offshore,offshore_c,avaConv,0.000794794
h6434,offshore,offshore_c,avaConv,0.00356291
h6435,offshore,offshore_c,avaConv,0.003648
h6436,offshore,offshore_c,avaConv,0.00102595
h6437,offshore,offshore_c,avaConv,0.00010791
h6438,offshore,offshore_c,avaConv,0.000106635
h6439,offshore,offshore_c,avaConv,0.000106263
h6440,offshore,offshore_c,avaConv,0.000118436
h6441,offshore,offshore_c,avaConv,0.000119606
h6442,offshore,offshore_c,avaConv,0.000107001
h6443,offshore,offshore_c,avaConv,0.000103227
h6444,offshore,offshore_c,avaConv,0.000106974
h6445,offshore,offshore_c,avaConv,0.000127934
h6446,offshore,offshore_c,avaConv,0.000135357
h6447,offshore,offshore_c,avaConv,0.000109737
h6448,offshore,offshore_c,avaConv,0.000101055
h6449,offshore,offshore_c,avaConv,0.000101696
h6450,offshore,offshore_c,avaConv,0.000100631
h6451,offshore,offshore_c,avaConv,0.000100015
h6452,offshore,offshore_c,avaConv,0.000100002
h6453,offshore,offshore_c,avaConv,0.0001
h6454,offshore,offshore_c,avaConv,0.0001
h6455,offshore,offshore_c,avaConv,0.0001
h6456,offshore,offshore_c,avaConv,0.0001
h6457,offshore,offshore_c,avaConv,0.0001
h6458,offshore,offshore_c,avaConv,0.0001
h6459,offshore,offshore_c,avaConv,0.0001
h6460,offshore,offshore_c,avaConv,0.0001
h6461,offshore,offshore_c,avaConv,0.0001
h6462,offshore,offshore_c,avaConv,0.0001
h6463,offshore,offshore_c,avaConv,0.0001
h6464,offshore,offshore_c,avaConv,0.0001
h6465,offshore,offshore_c,avaConv,0.0001
h6466,offshore,offshore_c,avaConv,0.0001
h6467,offshore,offshore_c,avaConv,0.0001
h6468,offshore,offshore_c,avaConv,0.0001
h6469,offshore,offshore_c,avaConv,0.0001
h6470,offshore,offshore_c,avaConv,0.0001
h6471,offshore,offshore_c,avaConv,0.0001
h6472,offshore,offshore_c,avaConv,0.0001
h6473,offshore,offshore_c,avaConv,0.0001
h6474,offshore,offshore_c,avaConv,0.0001
h6475,offshore,offshore_c,avaConv,0.0001
h6476,offshore,offshore_c,avaConv,0.0001
h6477,offshore,offshore_c,avaConv,0.0001
h6478,offshore,offshore_c,avaConv,0.0001
h6479,offshore,offshore_c,avaConv,0.0001
h6480,offshore,offshore_c,avaConv,0.0001
h6481,offshore,offshore_c,avaConv,0.0001
h6482,offshore,offshore_c,avaConv,0.0001
h6483,offshore,offshore_c,avaConv,0.0001
h6484,offshore,offshore_c,avaConv,0.0001
h6485,offshore,offshore_c,avaConv,0.0001
h6486,offshore,offshore_c,avaConv,0.0001
h6487,offshore,offshore_c,avaConv,0.0001
h6488,offshore,offshore_c,avaConv,0.0001
h6489,offshore,offshore_c,avaConv,0.0001
h6490,offshore,offshore_c,avaConv,0.0001
h6491,offshore,offshore_c,avaConv,0.0001
h6492,offshore,offshore_c,avaConv,0.0001
h6493,offshore,offshore_c,avaConv,0.000100003
h6494,offshore,offshore_c,avaConv,0.000108631
h6495,offshore,offshore_c,avaConv,0.000117909
h6496,offshore,offshore_c,avaConv,0.000119465
h6497,offshore,offshore_c,avaConv,0.000333478
h6498,offshore,offshore_c,avaConv,0.00273107
h6499,offshore,offshore_c,avaConv,0.00774387
h6500,offshore,offshore_c,avaConv,0.0113968
h6501,offshore,offshore_c,avaConv,0.0130081
h6502,offshore,offshore_c,avaConv,0.0160526
h6503,offshore,offshore_c,avaConv,0.0231971
h6504,offshore,offshore_c,avaConv,0.0328974
h6505,offshore,offshore_c,avaConv,0.0505153
h6506,offshore,offshore_c,avaConv,0.0653606
h6507,offshore,offshore_c,avaConv,0.0684119
h6508,offshore,offshore_c,avaConv,0.0658099
h6509,offshore,offshore_c,avaConv,0.0676367
h6510,offshore,offshore_c,avaConv,0.0698285
h6511,offshore,offshore_c,avaConv,0.0656598
h6512,offshore,offshore_c,avaConv,0.0618687
h6513,offshore,offshore_c,avaConv,0.0511037
h6514,offshore,offshore_c,avaConv,0.0529078
h6515,offshore,offshore_c,avaConv,0.0554072
h6516,offshore,offshore_c,avaConv,0.0300566
h6517,offshore,offshore_c,avaConv,0.0272528
h6518,offshore,offshore_c,avaConv,0.0133355
h6519,offshore,offshore_c,avaConv,0.0254211
h6520,offshore,offshore_c,avaConv,0.0305618
h6521,offshore,offshore_c,avaConv,0.0347384
h6522,offshore,offshore_c,avaConv,0.0379059
h6523,offshore,offshore_c,avaConv,0.0442455
h6524,offshore,offshore_c,avaConv,0.0409598
h6525,offshore,offshore_c,avaConv,0.0513408
h6526,offshore,offshore_c,avaConv,0.0503984
h6527,offshore,offshore_c,avaConv,0.0440395
h6528,offshore,offshore_c,avaConv,0.0418323
h6529,offshore,offshore_c,avaConv,0.0349855
h6530,offshore,offshore_c,avaConv,0.0402932
h6531,offshore,offshore_c,avaConv,0.0442455
h6532,offshore,offshore_c,avaConv,0.0451839
h6533,offshore,offshore_c,avaConv,0.0536462
h6534,offshore,offshore_c,avaConv,0.0577516
h6535,offshore,offshore_c,avaConv,0.0536462
h6536,offshore,offshore_c,avaConv,0.0543943
h6537,offshore,offshore_c,avaConv,0.0524209
h6538,offshore,offshore_c,avaConv,0.0525423
h6539,offshore,offshore_c,avaConv,0.053399
h6540,offshore,offshore_c,avaConv,0.0537702
h6541,offshore,offshore_c,avaConv,0.0586885
h6542,offshore,offshore_c,avaConv,0.0518183
h6543,offshore,offshore_c,avaConv,0.0514598
h6544,offshore,offshore_c,avaConv,0.0570912
h6545,offshore,offshore_c,avaConv,0.0604665
h6546,offshore,offshore_c,avaConv,0.0590943
h6547,offshore,offshore_c,avaConv,0.0580179
h6548,offshore,offshore_c,avaConv,0.0529078
h6549,offshore,offshore_c,avaConv,0.0541439
h6550,offshore,offshore_c,avaConv,0.057619
h6551,offshore,offshore_c,avaConv,0.0600517
h6552,offshore,offshore_c,avaConv,0.0607445
h6553,offshore,offshore_c,avaConv,0.0580179
h6554,offshore,offshore_c,avaConv,0.0401046
h6555,offshore,offshore_c,avaConv,0.0190565
h6556,offshore,offshore_c,avaConv,0.00975298
h6557,offshore,offshore_c,avaConv,0.0059475
h6558,offshore,offshore_c,avaConv,0.00686772
h6559,offshore,offshore_c,avaConv,0.00219842
h6560,offshore,offshore_c,avaConv,0.00546193
h6561,offshore,offshore_c,avaConv,0.00373506
h6562,offshore,offshore_c,avaConv,0.00149654
h6563,offshore,offshore_c,avaConv,0.00659174
h6564,offshore,offshore_c,avaConv,0.0110871
h6565,offshore,offshore_c,avaConv,0.0233094
h6566,offshore,offshore_c,avaConv,0.00496283
h6567,offshore,offshore_c,avaConv,0.00412536
h6568,offshore,offshore_c,avaConv,0.0147614
h6569,offshore,offshore_c,avaConv,0.00626168
h6570,offshore,offshore_c,avaConv,0.00522689
h6571,offshore,offshore_c,avaConv,0.00804531
h6572,offshore,offshore_c,avaConv,0.00106437
h6573,offshore,offshore_c,avaConv,0.000205945
h6574,offshore,offshore_c,avaConv,0.000104963
h6575,offshore,offshore_c,avaConv,0.000101797
h6576,offshore,offshore_c,avaConv,0.000100008
h6577,offshore,offshore_c,avaConv,0.0001
h6578,offshore,offshore_c,avaConv,0.0001
h6579,offshore,offshore_c,avaConv,0.0001
h6580,offshore,offshore_c,avaConv,0.0001
h6581,offshore,offshore_c,avaConv,0.0001
h6582,offshore,offshore_c,avaConv,0.0001
h6583,offshore,offshore_c,avaConv,0.0001
h6584,offshore,offshore_c,avaConv,0.0001
h6585,offshore,offshore_c,avaConv,0.0001
h6586,offshore,offshore_c,avaConv,0.0001
h6587,offshore,offshore_c,avaConv,0.0001
h6588,offshore,offshore_c,avaConv,0.0001
h6589,offshore,offshore_c,avaConv,0.0001
h6590,offshore,offshore_c,avaConv,0.0001
h6591,offshore,offshore_c,avaConv,0.0001
h6592,offshore,offshore_c,avaConv,0.0001
h6593,offshore,offshore_c,avaConv,0.0001
h6594,offshore,offshore_c,avaConv,0.0001
h6595,offshore,offshore_c,avaConv,0.0001
h6596,offshore,offshore_c,avaConv,0.0001
h6597,offshore,offshore_c,avaConv,0.0001
h6598,offshore,offshore_c,avaConv,0.0001
h6599,offshore,offshore_c,avaConv,0.0001
h6600,offshore,offshore_c,avaConv,0.0001
h6601,offshore,offshore_c,avaConv,0.0001
h6602,offshore,offshore_c,avaConv,0.0001
h6603,offshore,offshore_c,avaConv,0.0001
h6604,offshore,offshore_c,avaConv,0.0001
h6605,offshore,offshore_c,avaConv,0.0001
h6606,offshore,offshore_c,avaConv,0.0001
h6607,offshore,offshore_c,avaConv,0.0001
h6608,offshore,offshore_c,avaConv,0.0001
h6609,offshore,offshore_c,avaConv,0.0001
h6610,offshore,offshore_c,avaConv,0.0001
h6611,offshore,offshore_c,avaConv,0.0001
h6612,offshore,offshore_c,avaConv,0.0001
h6613,offshore,offshore_c,avaConv,0.0001
h6614,offshore,offshore_c,avaConv,0.0001
h6615,offshore,offshore_c,avaConv,0.0001
h6616,offshore,offshore_c,avaConv,0.0001
h6617,offshore,offshore_c,avaConv,0.0001
h6618,offshore,offshore_c,avaConv,0.0001
h6619,offshore,offshore_c,avaConv,0.0001
h6620,offshore,offshore_c,avaConv,0.0001
h6621,offshore,offshore_c,avaConv,0.0001
h6622,offshore,offshore_c,avaConv,0.0001
h6623,offshore,offshore_c,avaConv,0.0001
h6624,offshore,offshore_c,avaConv,0.0001
h6625,offshore,offshore_c,avaConv,0.0001
h6626,offshore,offshore_c,avaConv,0.0001
h6627,offshore,offshore_c,avaConv,0.0001
h6628,offshore,offshore_c,avaConv,0.0001
h6629,offshore,offshore_c,avaConv,0.0001
h6630,offshore,offshore_c,avaConv,0.0001
h6631,offshore,offshore_c,avaConv,0.000100005
h6632,offshore,offshore_c,avaConv,0.000100881
h6633,offshore,offshore_c,avaConv,0.000413896
h6634,offshore,offshore_c,avaConv,0.00150849
h6635,offshore,offshore_c,avaConv,0.00825247
h6636,offshore,offshore_c,avaConv,0.0318981
h6637,offshore,offshore_c,avaConv,0.053399
h6638,offshore,offshore_c,avaConv,0.0310751
h6639,offshore,offshore_c,avaConv,0.0141184
h6640,offshore,offshore_c,avaConv,0.00669396
h6641,offshore,offshore_c,avaConv,0.00672837
h6642,offshore,offshore_c,avaConv,0.00924937
h6643,offshore,offshore_c,avaConv,0.0116272
h6644,offshore,offshore_c,avaConv,0.0175364
h6645,offshore,offshore_c,avaConv,0.0196701
h6646,offshore,offshore_c,avaConv,0.0155468
h6647,offshore,offshore_c,avaConv,0.00655799
h6648,offshore,offshore_c,avaConv,0.00338066
h6649,offshore,offshore_c,avaConv,0.00162908
h6650,offshore,offshore_c,avaConv,0.00034937
h6651,offshore,offshore_c,avaConv,0.000231846
h6652,offshore,offshore_c,avaConv,0.000259498
h6653,offshore,offshore_c,avaConv,0.000194717
h6654,offshore,offshore_c,avaConv,0.000239311
h6655,offshore,offshore_c,avaConv,0.000782579
h6656,offshore,offshore_c,avaConv,0.00368644
h6657,offshore,offshore_c,avaConv,0.00248318
h6658,offshore,offshore_c,avaConv,0.000344728
h6659,offshore,offshore_c,avaConv,0.000133549
h6660,offshore,offshore_c,avaConv,0.000119325
h6661,offshore,offshore_c,avaConv,0.000112137
h6662,offshore,offshore_c,avaConv,0.000104031
h6663,offshore,offshore_c,avaConv,0.000128736
h6664,offshore,offshore_c,avaConv,0.000794794
h6665,offshore,offshore_c,avaConv,0.00946209
h6666,offshore,offshore_c,avaConv,0.024285
h6667,offshore,offshore_c,avaConv,0.0311491
h6668,offshore,offshore_c,avaConv,0.0290005
h6669,offshore,offshore_c,avaConv,0.0186424
h6670,offshore,offshore_c,avaConv,0.0126254
h6671,offshore,offshore_c,avaConv,0.00576632
h6672,offshore,offshore_c,avaConv,0.00678031
h6673,offshore,offshore_c,avaConv,0.00599365
h6674,offshore,offshore_c,avaConv,0.00343436
h6675,offshore,offshore_c,avaConv,0.000747141
h6676,offshore,offshore_c,avaConv,0.000225167
h6677,offshore,offshore_c,avaConv,0.000128232
h6678,offshore,offshore_c,avaConv,0.000637909
h6679,offshore,offshore_c,avaConv,0.00201426
h6680,offshore,offshore_c,avaConv,0.00581111
h6681,offshore,offshore_c,avaConv,0.00272387
h6682,offshore,offshore_c,avaConv,0.000489178
h6683,offshore,offshore_c,avaConv,0.000209121
h6684,offshore,offshore_c,avaConv,0.00010952
h6685,offshore,offshore_c,avaConv,0.000101944
h6686,offshore,offshore_c,avaConv,0.000111479
h6687,offshore,offshore_c,avaConv,0.000168766
h6688,offshore,offshore_c,avaConv,0.000702585
h6689,offshore,offshore_c,avaConv,0.00175006
h6690,offshore,offshore_c,avaConv,0.00330164
h6691,offshore,offshore_c,avaConv,0.0166149
h6692,offshore,offshore_c,avaConv,0.0301283
h6693,offshore,offshore_c,avaConv,0.0204013
h6694,offshore,offshore_c,avaConv,0.00519989
h6695,offshore,offshore_c,avaConv,0.00152862
h6696,offshore,offshore_c,avaConv,0.0011278
h6697,offshore,offshore_c,avaConv,0.00332778
h6698,offshore,offshore_c,avaConv,0.00117638
h6699,offshore,offshore_c,avaConv,0.000923988
h6700,offshore,offshore_c,avaConv,0.010518
h6701,offshore,offshore_c,avaConv,0.0394512
h6702,offshore,offshore_c,avaConv,0.0325868
h6703,offshore,offshore_c,avaConv,0.0279128
h6704,offshore,offshore_c,avaConv,0.0176225
h6705,offshore,offshore_c,avaConv,0.0124071
h6706,offshore,offshore_c,avaConv,0.00597823
h6707,offshore,offshore_c,avaConv,0.00109273
h6708,offshore,offshore_c,avaConv,0.000633093
h6709,offshore,offshore_c,avaConv,0.000681408
h6710,offshore,offshore_c,avaConv,0.00048328
h6711,offshore,offshore_c,avaConv,0.000137127
h6712,offshore,offshore_c,avaConv,0.00023575
h6713,offshore,offshore_c,avaConv,0.00150849
h6714,offshore,offshore_c,avaConv,0.00399803
h6715,offshore,offshore_c,avaConv,0.00457875
h6716,offshore,offshore_c,avaConv,0.000593021
h6717,offshore,offshore_c,avaConv,0.000212755
h6718,offshore,offshore_c,avaConv,0.000120326
h6719,offshore,offshore_c,avaConv,0.000101724
h6720,offshore,offshore_c,avaConv,0.000102356
h6721,offshore,offshore_c,avaConv,0.000102827
h6722,offshore,offshore_c,avaConv,0.000101768
h6723,offshore,offshore_c,avaConv,0.00010431
h6724,offshore,offshore_c,avaConv,0.000101424
h6725,offshore,offshore_c,avaConv,0.000100237
h6726,offshore,offshore_c,avaConv,0.000100323
h6727,offshore,offshore_c,avaConv,0.000113264
h6728,offshore,offshore_c,avaConv,0.000115479
h6729,offshore,offshore_c,avaConv,0.000108373
h6730,offshore,offshore_c,avaConv,0.000102815
h6731,offshore,offshore_c,avaConv,0.000100327
h6732,offshore,offshore_c,avaConv,0.000100021
h6733,offshore,offshore_c,avaConv,0.000100005
h6734,offshore,offshore_c,avaConv,0.000100028
h6735,offshore,offshore_c,avaConv,0.000100019
h6736,offshore,offshore_c,avaConv,0.000100011
h6737,offshore,offshore_c,avaConv,0.000100009
h6738,offshore,offshore_c,avaConv,0.000100118
h6739,offshore,offshore_c,avaConv,0.00010096
h6740,offshore,offshore_c,avaConv,0.000105911
h6741,offshore,offshore_c,avaConv,0.000119748
h6742,offshore,offshore_c,avaConv,0.000103319
h6743,offshore,offshore_c,avaConv,0.000100028
h6744,offshore,offshore_c,avaConv,0.000100001
h6745,offshore,offshore_c,avaConv,0.0001
h6746,offshore,offshore_c,avaConv,0.0001
h6747,offshore,offshore_c,avaConv,0.0001
h6748,offshore,offshore_c,avaConv,0.0001
h6749,offshore,offshore_c,avaConv,0.000100001
h6750,offshore,offshore_c,avaConv,0.000100001
h6751,offshore,offshore_c,avaConv,0.000100002
h6752,offshore,offshore_c,avaConv,0.000100159
h6753,offshore,offshore_c,avaConv,0.00010026
h6754,offshore,offshore_c,avaConv,0.000100145
h6755,offshore,offshore_c,avaConv,0.000100291
h6756,offshore,offshore_c,avaConv,0.000100024
h6757,offshore,offshore_c,avaConv,0.000100006
h6758,offshore,offshore_c,avaConv,0.000100004
h6759,offshore,offshore_c,avaConv,0.000100016
h6760,offshore,offshore_c,avaConv,0.000100017
h6761,offshore,offshore_c,avaConv,0.000100112
h6762,offshore,offshore_c,avaConv,0.000105141
h6763,offshore,offshore_c,avaConv,0.000124318
h6764,offshore,offshore_c,avaConv,0.000113712
h6765,offshore,offshore_c,avaConv,0.000102025
h6766,offshore,offshore_c,avaConv,0.000100169
h6767,offshore,offshore_c,avaConv,0.000100003
h6768,offshore,offshore_c,avaConv,0.000100001
h6769,offshore,offshore_c,avaConv,0.0001
h6770,offshore,offshore_c,avaConv,0.0001
h6771,offshore,offshore_c,avaConv,0.0001
h6772,offshore,offshore_c,avaConv,0.000100007
h6773,offshore,offshore_c,avaConv,0.000100205
h6774,offshore,offshore_c,avaConv,0.00010106
h6775,offshore,offshore_c,avaConv,0.000101881
h6776,offshore,offshore_c,avaConv,0.000100145
h6777,offshore,offshore_c,avaConv,0.000101389
h6778,offshore,offshore_c,avaConv,0.000100601
h6779,offshore,offshore_c,avaConv,0.000100064
h6780,offshore,offshore_c,avaConv,0.000100019
h6781,offshore,offshore_c,avaConv,0.000100005
h6782,offshore,offshore_c,avaConv,0.000100002
h6783,offshore,offshore_c,avaConv,0.0001
h6784,offshore,offshore_c,avaConv,0.0001
h6785,offshore,offshore_c,avaConv,0.0001
h6786,offshore,offshore_c,avaConv,0.0001
h6787,offshore,offshore_c,avaConv,0.0001
h6788,offshore,offshore_c,avaConv,0.0001
h6789,offshore,offshore_c,avaConv,0.0001
h6790,offshore,offshore_c,avaConv,0.0001
h6791,offshore,offshore_c,avaConv,0.0001
h6792,offshore,offshore_c,avaConv,0.0001
h6793,offshore,offshore_c,avaConv,0.0001
h6794,offshore,offshore_c,avaConv,0.0001
h6795,offshore,offshore_c,avaConv,0.0001
h6796,offshore,offshore_c,avaConv,0.0001
h6797,offshore,offshore_c,avaConv,0.0001
h6798,offshore,offshore_c,avaConv,0.0001
h6799,offshore,offshore_c,avaConv,0.0001
h6800,offshore,offshore_c,avaConv,0.0001
h6801,offshore,offshore_c,avaConv,0.0001
h6802,offshore,offshore_c,avaConv,0.0001
h6803,offshore,offshore_c,avaConv,0.0001
h6804,offshore,offshore_c,avaConv,0.0001
h6805,offshore,offshore_c,avaConv,0.0001
h6806,offshore,offshore_c,avaConv,0.0001
h6807,offshore,offshore_c,avaConv,0.0001
h6808,offshore,offshore_c,avaConv,0.0001
h6809,offshore,offshore_c,avaConv,0.000100037
h6810,offshore,offshore_c,avaConv,0.000100013
h6811,offshore,offshore_c,avaConv,0.000100036
h6812,offshore,offshore_c,avaConv,0.00010004
h6813,offshore,offshore_c,avaConv,0.000100123
h6814,offshore,offshore_c,avaConv,0.000100248
h6815,offshore,offshore_c,avaConv,0.000100209
h6816,offshore,offshore_c,avaConv,0.000100665
h6817,offshore,offshore_c,avaConv,0.000106336
h6818,offshore,offshore_c,avaConv,0.000251991
h6819,offshore,offshore_c,avaConv,0.000266819
h6820,offshore,offshore_c,avaConv,0.00092158
h6821,offshore,offshore_c,avaConv,0.00357227
h6822,offshore,offshore_c,avaConv,0.0131381
h6823,offshore,offshore_c,avaConv,0.0215729
h6824,offshore,offshore_c,avaConv,0.0236494
h6825,offshore,offshore_c,avaConv,0.0216253
h6826,offshore,offshore_c,avaConv,0.0132694
h6827,offshore,offshore_c,avaConv,0.00474852
h6828,offshore,offshore_c,avaConv,0.00261113
h6829,offshore,offshore_c,avaConv,0.00332778
h6830,offshore,offshore_c,avaConv,0.00238024
h6831,offshore,offshore_c,avaConv,0.000614231
h6832,offshore,offshore_c,avaConv,0.000681408
h6833,offshore,offshore_c,avaConv,0.00103406
h6834,offshore,offshore_c,avaConv,0.0097776
h6835,offshore,offshore_c,avaConv,0.0489019
h6836,offshore,offshore_c,avaConv,0.063157
h6837,offshore,offshore_c,avaConv,0.0682562
h6838,offshore,offshore_c,avaConv,0.0668698
h6839,offshore,offshore_c,avaConv,0.0656598
h6840,offshore,offshore_c,avaConv,0.0644706
h6841,offshore,offshore_c,avaConv,0.0507499
h6842,offshore,offshore_c,avaConv,0.0299851
h6843,offshore,offshore_c,avaConv,0.0379952
h6844,offshore,offshore_c,avaConv,0.0459268
h6845,offshore,offshore_c,avaConv,0.0560492
h6846,offshore,offshore_c,avaConv,0.0485625
h6847,offshore,offshore_c,avaConv,0.056829
h6848,offshore,offshore_c,avaConv,0.0391742
h6849,offshore,offshore_c,avaConv,0.0217303
h6850,offshore,offshore_c,avaConv,0.00385428
h6851,offshore,offshore_c,avaConv,0.00345245
h6852,offshore,offshore_c,avaConv,0.00155313
h6853,offshore,offshore_c,avaConv,0.00201961
h6854,offshore,offshore_c,avaConv,0.00895015
h6855,offshore,offshore_c,avaConv,0.0259144
h6856,offshore,offshore_c,avaConv,0.0256051
h6857,offshore,offshore_c,avaConv,0.0263534
h6858,offshore,offshore_c,avaConv,0.0393586
h6859,offshore,offshore_c,avaConv,0.0269929
h6860,offshore,offshore_c,avaConv,0.00528131
h6861,offshore,offshore_c,avaConv,0.000988982
h6862,offshore,offshore_c,avaConv,0.000160688
h6863,offshore,offshore_c,avaConv,0.000229303
h6864,offshore,offshore_c,avaConv,0.00026951
h6865,offshore,offshore_c,avaConv,0.000953407
h6866,offshore,offshore_c,avaConv,0.000600499
h6867,offshore,offshore_c,avaConv,0.00107562
h6868,offshore,offshore_c,avaConv,0.000423737
h6869,offshore,offshore_c,avaConv,0.000282424
h6870,offshore,offshore_c,avaConv,0.000251991
h6871,offshore,offshore_c,avaConv,0.0008241
h6872,offshore,offshore_c,avaConv,0.00345245
h6873,offshore,offshore_c,avaConv,0.00672837
h6874,offshore,offshore_c,avaConv,0.0100019
