timestep_3,technology_1,region_2,region_3,value,parameter
h7664,D_PHS,,CH,10.39,stInflow
h7664,D_PHS,Germany_,,5.9551,stInflow
h7664,D_PHS,,FR,12.716,stInflow
h7664,D_PHS,,IT,15.102,stInflow
h7664,D_PHS,,NO,24.7,stInflow
h7664,D_PHS,,SE,4.98,stInflow
h7665,D_PHS,,AT,7.846,stInflow
h7665,D_PHS,,CH,10.39,stInflow
h7665,D_PHS,Germany_,,5.9551,stInflow
h7665,D_PHS,,FR,12.716,stInflow
h7665,D_PHS,,IT,15.102,stInflow
h7665,D_PHS,,NO,24.7,stInflow
h7665,D_PHS,,SE,4.98,stInflow
h7666,D_PHS,,AT,7.846,stInflow
h7666,D_PHS,,CH,10.39,stInflow
h7666,D_PHS,Germany_,,5.9551,stInflow
h7666,D_PHS,,FR,12.716,stInflow
h7666,D_PHS,,IT,15.102,stInflow
h7666,D_PHS,,NO,24.7,stInflow
h7666,D_PHS,,SE,4.98,stInflow
h7667,D_PHS,,AT,7.846,stInflow
h7667,D_PHS,,CH,10.39,stInflow
h7667,D_PHS,Germany_,,5.9551,stInflow
h7667,D_PHS,,FR,12.716,stInflow
h7667,D_PHS,,IT,15.102,stInflow
h7667,D_PHS,,NO,24.7,stInflow
h7667,D_PHS,,SE,4.98,stInflow
h7668,D_PHS,,AT,7.846,stInflow
h7668,D_PHS,,CH,10.39,stInflow
h7668,D_PHS,Germany_,,5.9551,stInflow
h7668,D_PHS,,FR,12.716,stInflow
h7668,D_PHS,,IT,15.102,stInflow
h7668,D_PHS,,NO,24.7,stInflow
h7668,D_PHS,,SE,4.98,stInflow
h7669,D_PHS,,AT,7.846,stInflow
h7669,D_PHS,,CH,10.39,stInflow
h7669,D_PHS,Germany_,,5.9551,stInflow
h7669,D_PHS,,FR,12.716,stInflow
h7669,D_PHS,,IT,15.102,stInflow
h7669,D_PHS,,NO,24.7,stInflow
h7669,D_PHS,,SE,4.98,stInflow
h7670,D_PHS,,AT,7.846,stInflow
h7670,D_PHS,,CH,10.39,stInflow
h7670,D_PHS,Germany_,,5.9551,stInflow
h7670,D_PHS,,FR,12.716,stInflow
h7670,D_PHS,,IT,15.102,stInflow
h7670,D_PHS,,NO,24.7,stInflow
h7670,D_PHS,,SE,4.98,stInflow
h7671,D_PHS,,AT,7.846,stInflow
h7671,D_PHS,,CH,10.39,stInflow
h7671,D_PHS,Germany_,,5.9551,stInflow
h7671,D_PHS,,FR,12.716,stInflow
h7671,D_PHS,,IT,15.102,stInflow
h7671,D_PHS,,NO,24.7,stInflow
h7671,D_PHS,,SE,4.98,stInflow
h7672,D_PHS,,AT,7.846,stInflow
h7672,D_PHS,,CH,10.39,stInflow
h7672,D_PHS,Germany_,,5.9551,stInflow
h7672,D_PHS,,FR,12.716,stInflow
h7672,D_PHS,,IT,15.102,stInflow
h7672,D_PHS,,NO,24.7,stInflow
h7672,D_PHS,,SE,4.98,stInflow
h7673,D_PHS,,AT,7.846,stInflow
h7673,D_PHS,,CH,10.39,stInflow
h7673,D_PHS,Germany_,,5.9551,stInflow
h7673,D_PHS,,FR,12.716,stInflow
h7673,D_PHS,,IT,15.102,stInflow
h7673,D_PHS,,NO,24.7,stInflow
h7673,D_PHS,,SE,4.98,stInflow
h7674,D_PHS,,AT,7.846,stInflow
h7674,D_PHS,,CH,10.39,stInflow
h7674,D_PHS,Germany_,,5.9551,stInflow
h7674,D_PHS,,FR,12.716,stInflow
h7674,D_PHS,,IT,15.102,stInflow
h7674,D_PHS,,NO,24.7,stInflow
h7674,D_PHS,,SE,4.98,stInflow
h7675,D_PHS,,AT,7.846,stInflow
h7675,D_PHS,,CH,10.39,stInflow
h7675,D_PHS,Germany_,,5.9551,stInflow
h7675,D_PHS,,FR,12.716,stInflow
h7675,D_PHS,,IT,15.102,stInflow
h7675,D_PHS,,NO,24.7,stInflow
h7675,D_PHS,,SE,4.98,stInflow
h7676,D_PHS,,AT,7.846,stInflow
h7676,D_PHS,,CH,10.39,stInflow
h7676,D_PHS,Germany_,,5.9551,stInflow
h7676,D_PHS,,FR,12.716,stInflow
h7676,D_PHS,,IT,15.102,stInflow
h7676,D_PHS,,NO,24.7,stInflow
h7676,D_PHS,,SE,4.98,stInflow
h7677,D_PHS,,AT,7.846,stInflow
h7677,D_PHS,,CH,10.39,stInflow
h7677,D_PHS,Germany_,,5.9551,stInflow
h7677,D_PHS,,FR,12.716,stInflow
h7677,D_PHS,,IT,15.102,stInflow
h7677,D_PHS,,NO,24.7,stInflow
h7677,D_PHS,,SE,4.98,stInflow
h7678,D_PHS,,AT,7.846,stInflow
h7678,D_PHS,,CH,10.39,stInflow
h7678,D_PHS,Germany_,,5.9551,stInflow
h7678,D_PHS,,FR,12.716,stInflow
h7678,D_PHS,,IT,15.102,stInflow
h7678,D_PHS,,NO,24.7,stInflow
h7678,D_PHS,,SE,4.98,stInflow
h7679,D_PHS,,AT,7.846,stInflow
h7679,D_PHS,,CH,10.39,stInflow
h7679,D_PHS,Germany_,,5.9551,stInflow
h7679,D_PHS,,FR,12.716,stInflow
h7679,D_PHS,,IT,15.102,stInflow
h7679,D_PHS,,NO,24.7,stInflow
h7679,D_PHS,,SE,4.98,stInflow
h7680,D_PHS,,AT,7.846,stInflow
h7680,D_PHS,,CH,10.39,stInflow
h7680,D_PHS,Germany_,,5.9551,stInflow
h7680,D_PHS,,FR,12.716,stInflow
h7680,D_PHS,,IT,15.102,stInflow
h7680,D_PHS,,NO,24.7,stInflow
h7680,D_PHS,,SE,4.98,stInflow
h7681,D_PHS,,AT,7.846,stInflow
h7681,D_PHS,,CH,10.39,stInflow
h7681,D_PHS,Germany_,,5.9551,stInflow
h7681,D_PHS,,FR,12.716,stInflow
h7681,D_PHS,,IT,15.102,stInflow
h7681,D_PHS,,NO,24.7,stInflow
h7681,D_PHS,,SE,4.98,stInflow
h7682,D_PHS,,AT,7.846,stInflow
h7682,D_PHS,,CH,10.39,stInflow
h7682,D_PHS,Germany_,,5.9551,stInflow
h7682,D_PHS,,FR,12.716,stInflow
h7682,D_PHS,,IT,15.102,stInflow
h7682,D_PHS,,NO,24.7,stInflow
h7682,D_PHS,,SE,4.98,stInflow
h7683,D_PHS,,AT,7.846,stInflow
h7683,D_PHS,,CH,10.39,stInflow
h7683,D_PHS,Germany_,,5.9551,stInflow
h7683,D_PHS,,FR,12.716,stInflow
h7683,D_PHS,,IT,15.102,stInflow
h7683,D_PHS,,NO,24.7,stInflow
h7683,D_PHS,,SE,4.98,stInflow
h7684,D_PHS,,AT,7.846,stInflow
h7684,D_PHS,,CH,10.39,stInflow
h7684,D_PHS,Germany_,,5.9551,stInflow
h7684,D_PHS,,FR,12.716,stInflow
h7684,D_PHS,,IT,15.102,stInflow
h7684,D_PHS,,NO,24.7,stInflow
h7684,D_PHS,,SE,4.98,stInflow
h7685,D_PHS,,AT,7.846,stInflow
h7685,D_PHS,,CH,10.39,stInflow
h7685,D_PHS,Germany_,,5.9551,stInflow
h7685,D_PHS,,FR,12.716,stInflow
h7685,D_PHS,,IT,15.102,stInflow
h7685,D_PHS,,NO,24.7,stInflow
h7685,D_PHS,,SE,4.98,stInflow
h7686,D_PHS,,AT,7.846,stInflow
h7686,D_PHS,,CH,10.39,stInflow
h7686,D_PHS,Germany_,,5.9551,stInflow
h7686,D_PHS,,FR,12.716,stInflow
h7686,D_PHS,,IT,15.102,stInflow
h7686,D_PHS,,NO,24.7,stInflow
h7686,D_PHS,,SE,4.98,stInflow
h7687,D_PHS,,AT,7.846,stInflow
h7687,D_PHS,,CH,10.39,stInflow
h7687,D_PHS,Germany_,,5.9551,stInflow
h7687,D_PHS,,FR,12.716,stInflow
h7687,D_PHS,,IT,15.102,stInflow
h7687,D_PHS,,NO,24.7,stInflow
h7687,D_PHS,,SE,4.98,stInflow
h7688,D_PHS,,AT,7.846,stInflow
h7688,D_PHS,,CH,10.39,stInflow
h7688,D_PHS,Germany_,,5.9551,stInflow
h7688,D_PHS,,FR,12.716,stInflow
h7688,D_PHS,,IT,15.102,stInflow
h7688,D_PHS,,NO,24.7,stInflow
h7688,D_PHS,,SE,4.98,stInflow
h7689,D_PHS,,AT,7.846,stInflow
h7689,D_PHS,,CH,10.39,stInflow
h7689,D_PHS,Germany_,,5.9551,stInflow
h7689,D_PHS,,FR,12.716,stInflow
h7689,D_PHS,,IT,15.102,stInflow
h7689,D_PHS,,NO,24.7,stInflow
h7689,D_PHS,,SE,4.98,stInflow
h7690,D_PHS,,AT,7.846,stInflow
h7690,D_PHS,,CH,10.39,stInflow
h7690,D_PHS,Germany_,,5.9551,stInflow
h7690,D_PHS,,FR,12.716,stInflow
h7690,D_PHS,,IT,15.102,stInflow
h7690,D_PHS,,NO,24.7,stInflow
h7690,D_PHS,,SE,4.98,stInflow
h7691,D_PHS,,AT,7.846,stInflow
h7691,D_PHS,,CH,10.39,stInflow
h7691,D_PHS,Germany_,,5.9551,stInflow
h7691,D_PHS,,FR,12.716,stInflow
h7691,D_PHS,,IT,15.102,stInflow
h7691,D_PHS,,NO,24.7,stInflow
h7691,D_PHS,,SE,4.98,stInflow
h7692,D_PHS,,AT,7.846,stInflow
h7692,D_PHS,,CH,10.39,stInflow
h7692,D_PHS,Germany_,,5.9551,stInflow
h7692,D_PHS,,FR,12.716,stInflow
h7692,D_PHS,,IT,15.102,stInflow
h7692,D_PHS,,NO,24.7,stInflow
h7692,D_PHS,,SE,4.98,stInflow
h7693,D_PHS,,AT,7.846,stInflow
h7693,D_PHS,,CH,10.39,stInflow
h7693,D_PHS,Germany_,,5.9551,stInflow
h7693,D_PHS,,FR,12.716,stInflow
h7693,D_PHS,,IT,15.102,stInflow
h7693,D_PHS,,NO,24.7,stInflow
h7693,D_PHS,,SE,4.98,stInflow
h7694,D_PHS,,AT,7.846,stInflow
h7694,D_PHS,,CH,10.39,stInflow
h7694,D_PHS,Germany_,,5.9551,stInflow
h7694,D_PHS,,FR,12.716,stInflow
h7694,D_PHS,,IT,15.102,stInflow
h7694,D_PHS,,NO,24.7,stInflow
h7694,D_PHS,,SE,4.98,stInflow
h7695,D_PHS,,AT,7.846,stInflow
h7695,D_PHS,,CH,10.39,stInflow
h7695,D_PHS,Germany_,,5.9551,stInflow
h7695,D_PHS,,FR,12.716,stInflow
h7695,D_PHS,,IT,15.102,stInflow
h7695,D_PHS,,NO,24.7,stInflow
h7695,D_PHS,,SE,4.98,stInflow
h7696,D_PHS,,AT,7.846,stInflow
h7696,D_PHS,,CH,10.39,stInflow
h7696,D_PHS,Germany_,,5.9551,stInflow
h7696,D_PHS,,FR,12.716,stInflow
h7696,D_PHS,,IT,15.102,stInflow
h7696,D_PHS,,NO,24.7,stInflow
h7696,D_PHS,,SE,4.98,stInflow
h7697,D_PHS,,AT,7.846,stInflow
h7697,D_PHS,,CH,10.39,stInflow
h7697,D_PHS,Germany_,,5.9551,stInflow
h7697,D_PHS,,FR,12.716,stInflow
h7697,D_PHS,,IT,15.102,stInflow
h7697,D_PHS,,NO,24.7,stInflow
h7697,D_PHS,,SE,4.98,stInflow
h7698,D_PHS,,AT,7.846,stInflow
h7698,D_PHS,,CH,10.39,stInflow
h7698,D_PHS,Germany_,,5.9551,stInflow
h7698,D_PHS,,FR,12.716,stInflow
h7698,D_PHS,,IT,15.102,stInflow
h7698,D_PHS,,NO,24.7,stInflow
h7698,D_PHS,,SE,4.98,stInflow
h7699,D_PHS,,AT,7.846,stInflow
h7699,D_PHS,,CH,10.39,stInflow
h7699,D_PHS,Germany_,,5.9551,stInflow
h7699,D_PHS,,FR,12.716,stInflow
h7699,D_PHS,,IT,15.102,stInflow
h7699,D_PHS,,NO,24.7,stInflow
h7699,D_PHS,,SE,4.98,stInflow
h7700,D_PHS,,AT,7.846,stInflow
h7700,D_PHS,,CH,10.39,stInflow
h7700,D_PHS,Germany_,,5.9551,stInflow
h7700,D_PHS,,FR,12.716,stInflow
h7700,D_PHS,,IT,15.102,stInflow
h7700,D_PHS,,NO,24.7,stInflow
h7700,D_PHS,,SE,4.98,stInflow
h7701,D_PHS,,AT,7.846,stInflow
h7701,D_PHS,,CH,10.39,stInflow
h7701,D_PHS,Germany_,,5.9551,stInflow
h7701,D_PHS,,FR,12.716,stInflow
h7701,D_PHS,,IT,15.102,stInflow
h7701,D_PHS,,NO,24.7,stInflow
h7701,D_PHS,,SE,4.98,stInflow
h7702,D_PHS,,AT,7.846,stInflow
h7702,D_PHS,,CH,10.39,stInflow
h7702,D_PHS,Germany_,,5.9551,stInflow
h7702,D_PHS,,FR,12.716,stInflow
h7702,D_PHS,,IT,15.102,stInflow
h7702,D_PHS,,NO,24.7,stInflow
h7702,D_PHS,,SE,4.98,stInflow
h7703,D_PHS,,AT,7.846,stInflow
h7703,D_PHS,,CH,10.39,stInflow
h7703,D_PHS,Germany_,,5.9551,stInflow
h7703,D_PHS,,FR,12.716,stInflow
h7703,D_PHS,,IT,15.102,stInflow
h7703,D_PHS,,NO,24.7,stInflow
h7703,D_PHS,,SE,4.98,stInflow
h7704,D_PHS,,AT,7.846,stInflow
h7704,D_PHS,,CH,10.39,stInflow
h7704,D_PHS,Germany_,,5.9551,stInflow
h7704,D_PHS,,FR,12.716,stInflow
h7704,D_PHS,,IT,15.102,stInflow
h7704,D_PHS,,NO,24.7,stInflow
h7704,D_PHS,,SE,4.98,stInflow
h7705,D_PHS,,AT,7.846,stInflow
h7705,D_PHS,,CH,10.39,stInflow
h7705,D_PHS,Germany_,,5.9551,stInflow
h7705,D_PHS,,FR,12.716,stInflow
h7705,D_PHS,,IT,15.102,stInflow
h7705,D_PHS,,NO,24.7,stInflow
h7705,D_PHS,,SE,4.98,stInflow
h7706,D_PHS,,AT,7.846,stInflow
h7706,D_PHS,,CH,10.39,stInflow
h7706,D_PHS,Germany_,,5.9551,stInflow
h7706,D_PHS,,FR,12.716,stInflow
h7706,D_PHS,,IT,15.102,stInflow
h7706,D_PHS,,NO,24.7,stInflow
h7706,D_PHS,,SE,4.98,stInflow
h7707,D_PHS,,AT,7.846,stInflow
h7707,D_PHS,,CH,10.39,stInflow
h7707,D_PHS,Germany_,,5.9551,stInflow
h7707,D_PHS,,FR,12.716,stInflow
h7707,D_PHS,,IT,15.102,stInflow
h7707,D_PHS,,NO,24.7,stInflow
h7707,D_PHS,,SE,4.98,stInflow
h7708,D_PHS,,AT,7.846,stInflow
h7708,D_PHS,,CH,10.39,stInflow
h7708,D_PHS,Germany_,,5.9551,stInflow
h7708,D_PHS,,FR,12.716,stInflow
h7708,D_PHS,,IT,15.102,stInflow
h7708,D_PHS,,NO,24.7,stInflow
h7708,D_PHS,,SE,4.98,stInflow
h7709,D_PHS,,AT,7.846,stInflow
h7709,D_PHS,,CH,10.39,stInflow
h7709,D_PHS,Germany_,,5.9551,stInflow
h7709,D_PHS,,FR,12.716,stInflow
h7709,D_PHS,,IT,15.102,stInflow
h7709,D_PHS,,NO,24.7,stInflow
h7709,D_PHS,,SE,4.98,stInflow
h7710,D_PHS,,AT,7.846,stInflow
h7710,D_PHS,,CH,10.39,stInflow
h7710,D_PHS,Germany_,,5.9551,stInflow
h7710,D_PHS,,FR,12.716,stInflow
h7710,D_PHS,,IT,15.102,stInflow
h7710,D_PHS,,NO,24.7,stInflow
h7710,D_PHS,,SE,4.98,stInflow
h7711,D_PHS,,AT,7.846,stInflow
h7711,D_PHS,,CH,10.39,stInflow
h7711,D_PHS,Germany_,,5.9551,stInflow
h7711,D_PHS,,FR,12.716,stInflow
h7711,D_PHS,,IT,15.102,stInflow
h7711,D_PHS,,NO,24.7,stInflow
h7711,D_PHS,,SE,4.98,stInflow
h7712,D_PHS,,AT,7.846,stInflow
h7712,D_PHS,,CH,10.39,stInflow
h7712,D_PHS,Germany_,,5.9551,stInflow
h7712,D_PHS,,FR,12.716,stInflow
h7712,D_PHS,,IT,15.102,stInflow
h7712,D_PHS,,NO,24.7,stInflow
h7712,D_PHS,,SE,4.98,stInflow
h7713,D_PHS,,AT,7.846,stInflow
h7713,D_PHS,,CH,10.39,stInflow
h7713,D_PHS,Germany_,,5.9551,stInflow
h7713,D_PHS,,FR,12.716,stInflow
h7713,D_PHS,,IT,15.102,stInflow
h7713,D_PHS,,NO,24.7,stInflow
h7713,D_PHS,,SE,4.98,stInflow
h7714,D_PHS,,AT,7.846,stInflow
h7714,D_PHS,,CH,10.39,stInflow
h7714,D_PHS,Germany_,,5.9551,stInflow
h7714,D_PHS,,FR,12.716,stInflow
h7714,D_PHS,,IT,15.102,stInflow
h7714,D_PHS,,NO,24.7,stInflow
h7714,D_PHS,,SE,4.98,stInflow
h7715,D_PHS,,AT,7.846,stInflow
h7715,D_PHS,,CH,10.39,stInflow
h7715,D_PHS,Germany_,,5.9551,stInflow
h7715,D_PHS,,FR,12.716,stInflow
h7715,D_PHS,,IT,15.102,stInflow
h7715,D_PHS,,NO,24.7,stInflow
h7715,D_PHS,,SE,4.98,stInflow
h7716,D_PHS,,AT,7.846,stInflow
h7716,D_PHS,,CH,10.39,stInflow
h7716,D_PHS,Germany_,,5.9551,stInflow
h7716,D_PHS,,FR,12.716,stInflow
h7716,D_PHS,,IT,15.102,stInflow
h7716,D_PHS,,NO,24.7,stInflow
h7716,D_PHS,,SE,4.98,stInflow
h7717,D_PHS,,AT,7.846,stInflow
h7717,D_PHS,,CH,10.39,stInflow
h7717,D_PHS,Germany_,,5.9551,stInflow
h7717,D_PHS,,FR,12.716,stInflow
h7717,D_PHS,,IT,15.102,stInflow
h7717,D_PHS,,NO,24.7,stInflow
h7717,D_PHS,,SE,4.98,stInflow
h7718,D_PHS,,AT,7.846,stInflow
h7718,D_PHS,,CH,10.39,stInflow
h7718,D_PHS,Germany_,,5.9551,stInflow
h7718,D_PHS,,FR,12.716,stInflow
h7718,D_PHS,,IT,15.102,stInflow
h7718,D_PHS,,NO,24.7,stInflow
h7718,D_PHS,,SE,4.98,stInflow
h7719,D_PHS,,AT,7.846,stInflow
h7719,D_PHS,,CH,10.39,stInflow
h7719,D_PHS,Germany_,,5.9551,stInflow
h7719,D_PHS,,FR,12.716,stInflow
h7719,D_PHS,,IT,15.102,stInflow
h7719,D_PHS,,NO,24.7,stInflow
h7719,D_PHS,,SE,4.98,stInflow
h7720,D_PHS,,AT,7.846,stInflow
h7720,D_PHS,,CH,10.39,stInflow
h7720,D_PHS,Germany_,,5.9551,stInflow
h7720,D_PHS,,FR,12.716,stInflow
h7720,D_PHS,,IT,15.102,stInflow
h7720,D_PHS,,NO,24.7,stInflow
h7720,D_PHS,,SE,4.98,stInflow
h7721,D_PHS,,AT,7.846,stInflow
h7721,D_PHS,,CH,10.39,stInflow
h7721,D_PHS,Germany_,,5.9551,stInflow
h7721,D_PHS,,FR,12.716,stInflow
h7721,D_PHS,,IT,15.102,stInflow
h7721,D_PHS,,NO,24.7,stInflow
h7721,D_PHS,,SE,4.98,stInflow
h7722,D_PHS,,AT,7.846,stInflow
h7722,D_PHS,,CH,10.39,stInflow
h7722,D_PHS,Germany_,,5.9551,stInflow
h7722,D_PHS,,FR,12.716,stInflow
h7722,D_PHS,,IT,15.102,stInflow
h7722,D_PHS,,NO,24.7,stInflow
h7722,D_PHS,,SE,4.98,stInflow
h7723,D_PHS,,AT,7.846,stInflow
h7723,D_PHS,,CH,10.39,stInflow
h7723,D_PHS,Germany_,,5.9551,stInflow
h7723,D_PHS,,FR,12.716,stInflow
h7723,D_PHS,,IT,15.102,stInflow
h7723,D_PHS,,NO,24.7,stInflow
h7723,D_PHS,,SE,4.98,stInflow
h7724,D_PHS,,AT,7.846,stInflow
h7724,D_PHS,,CH,10.39,stInflow
h7724,D_PHS,Germany_,,5.9551,stInflow
h7724,D_PHS,,FR,12.716,stInflow
h7724,D_PHS,,IT,15.102,stInflow
h7724,D_PHS,,NO,24.7,stInflow
h7724,D_PHS,,SE,4.98,stInflow
h7725,D_PHS,,AT,7.846,stInflow
h7725,D_PHS,,CH,10.39,stInflow
h7725,D_PHS,Germany_,,5.9551,stInflow
h7725,D_PHS,,FR,12.716,stInflow
h7725,D_PHS,,IT,15.102,stInflow
h7725,D_PHS,,NO,24.7,stInflow
h7725,D_PHS,,SE,4.98,stInflow
h7726,D_PHS,,AT,7.846,stInflow
h7726,D_PHS,,CH,10.39,stInflow
h7726,D_PHS,Germany_,,5.9551,stInflow
h7726,D_PHS,,FR,12.716,stInflow
h7726,D_PHS,,IT,15.102,stInflow
h7726,D_PHS,,NO,24.7,stInflow
h7726,D_PHS,,SE,4.98,stInflow
h7727,D_PHS,,AT,7.846,stInflow
h7727,D_PHS,,CH,10.39,stInflow
h7727,D_PHS,Germany_,,5.9551,stInflow
h7727,D_PHS,,FR,12.716,stInflow
h7727,D_PHS,,IT,15.102,stInflow
h7727,D_PHS,,NO,24.7,stInflow
h7727,D_PHS,,SE,4.98,stInflow
h7728,D_PHS,,AT,7.846,stInflow
h7728,D_PHS,,CH,10.39,stInflow
h7728,D_PHS,Germany_,,5.9551,stInflow
h7728,D_PHS,,FR,12.716,stInflow
h7728,D_PHS,,IT,15.102,stInflow
h7728,D_PHS,,NO,24.7,stInflow
h7728,D_PHS,,SE,4.98,stInflow
h7729,D_PHS,,AT,7.846,stInflow
h7729,D_PHS,,CH,10.39,stInflow
h7729,D_PHS,Germany_,,5.9551,stInflow
h7729,D_PHS,,FR,12.716,stInflow
h7729,D_PHS,,IT,15.102,stInflow
h7729,D_PHS,,NO,24.7,stInflow
h7729,D_PHS,,SE,4.98,stInflow
h7730,D_PHS,,AT,7.846,stInflow
h7730,D_PHS,,CH,10.39,stInflow
h7730,D_PHS,Germany_,,5.9551,stInflow
h7730,D_PHS,,FR,12.716,stInflow
h7730,D_PHS,,IT,15.102,stInflow
h7730,D_PHS,,NO,24.7,stInflow
h7730,D_PHS,,SE,4.98,stInflow
h7731,D_PHS,,AT,7.846,stInflow
h7731,D_PHS,,CH,10.39,stInflow
h7731,D_PHS,Germany_,,5.9551,stInflow
h7731,D_PHS,,FR,12.716,stInflow
h7731,D_PHS,,IT,15.102,stInflow
h7731,D_PHS,,NO,24.7,stInflow
h7731,D_PHS,,SE,4.98,stInflow
h7732,D_PHS,,AT,7.846,stInflow
h7732,D_PHS,,CH,10.39,stInflow
h7732,D_PHS,Germany_,,5.9551,stInflow
h7732,D_PHS,,FR,12.716,stInflow
h7732,D_PHS,,IT,15.102,stInflow
h7732,D_PHS,,NO,24.7,stInflow
h7732,D_PHS,,SE,4.98,stInflow
h7733,D_PHS,,AT,7.846,stInflow
h7733,D_PHS,,CH,10.39,stInflow
h7733,D_PHS,Germany_,,5.9551,stInflow
h7733,D_PHS,,FR,12.716,stInflow
h7733,D_PHS,,IT,15.102,stInflow
h7733,D_PHS,,NO,24.7,stInflow
h7733,D_PHS,,SE,4.98,stInflow
h7734,D_PHS,,AT,7.846,stInflow
h7734,D_PHS,,CH,10.39,stInflow
h7734,D_PHS,Germany_,,5.9551,stInflow
h7734,D_PHS,,FR,12.716,stInflow
h7734,D_PHS,,IT,15.102,stInflow
h7734,D_PHS,,NO,24.7,stInflow
h7734,D_PHS,,SE,4.98,stInflow
h7735,D_PHS,,AT,7.846,stInflow
h7735,D_PHS,,CH,10.39,stInflow
h7735,D_PHS,Germany_,,5.9551,stInflow
h7735,D_PHS,,FR,12.716,stInflow
h7735,D_PHS,,IT,15.102,stInflow
h7735,D_PHS,,NO,24.7,stInflow
h7735,D_PHS,,SE,4.98,stInflow
h7736,D_PHS,,AT,7.846,stInflow
h7736,D_PHS,,CH,10.39,stInflow
h7736,D_PHS,Germany_,,5.9551,stInflow
h7736,D_PHS,,FR,12.716,stInflow
h7736,D_PHS,,IT,15.102,stInflow
h7736,D_PHS,,NO,24.7,stInflow
h7736,D_PHS,,SE,4.98,stInflow
h7737,D_PHS,,AT,7.846,stInflow
h7737,D_PHS,,CH,10.39,stInflow
h7737,D_PHS,Germany_,,5.9551,stInflow
h7737,D_PHS,,FR,12.716,stInflow
h7737,D_PHS,,IT,15.102,stInflow
h7737,D_PHS,,NO,24.7,stInflow
h7737,D_PHS,,SE,4.98,stInflow
h7738,D_PHS,,AT,7.846,stInflow
h7738,D_PHS,,CH,10.39,stInflow
h7738,D_PHS,Germany_,,5.9551,stInflow
h7738,D_PHS,,FR,12.716,stInflow
h7738,D_PHS,,IT,15.102,stInflow
h7738,D_PHS,,NO,24.7,stInflow
h7738,D_PHS,,SE,4.98,stInflow
h7739,D_PHS,,AT,7.846,stInflow
h7739,D_PHS,,CH,10.39,stInflow
h7739,D_PHS,Germany_,,5.9551,stInflow
h7739,D_PHS,,FR,12.716,stInflow
h7739,D_PHS,,IT,15.102,stInflow
h7739,D_PHS,,NO,24.7,stInflow
h7739,D_PHS,,SE,4.98,stInflow
h7740,D_PHS,,AT,7.846,stInflow
h7740,D_PHS,,CH,10.39,stInflow
h7740,D_PHS,Germany_,,5.9551,stInflow
h7740,D_PHS,,FR,12.716,stInflow
h7740,D_PHS,,IT,15.102,stInflow
h7740,D_PHS,,NO,24.7,stInflow
h7740,D_PHS,,SE,4.98,stInflow
h7741,D_PHS,,AT,7.846,stInflow
h7741,D_PHS,,CH,10.39,stInflow
h7741,D_PHS,Germany_,,5.9551,stInflow
h7741,D_PHS,,FR,12.716,stInflow
h7741,D_PHS,,IT,15.102,stInflow
h7741,D_PHS,,NO,24.7,stInflow
h7741,D_PHS,,SE,4.98,stInflow
h7742,D_PHS,,AT,7.846,stInflow
h7742,D_PHS,,CH,10.39,stInflow
h7742,D_PHS,Germany_,,5.9551,stInflow
h7742,D_PHS,,FR,12.716,stInflow
h7742,D_PHS,,IT,15.102,stInflow
h7742,D_PHS,,NO,24.7,stInflow
h7742,D_PHS,,SE,4.98,stInflow
h7743,D_PHS,,AT,7.846,stInflow
h7743,D_PHS,,CH,10.39,stInflow
h7743,D_PHS,Germany_,,5.9551,stInflow
h7743,D_PHS,,FR,12.716,stInflow
h7743,D_PHS,,IT,15.102,stInflow
h7743,D_PHS,,NO,24.7,stInflow
h7743,D_PHS,,SE,4.98,stInflow
h7744,D_PHS,,AT,7.846,stInflow
h7744,D_PHS,,CH,10.39,stInflow
h7744,D_PHS,Germany_,,5.9551,stInflow
h7744,D_PHS,,FR,12.716,stInflow
h7744,D_PHS,,IT,15.102,stInflow
h7744,D_PHS,,NO,24.7,stInflow
h7744,D_PHS,,SE,4.98,stInflow
h7745,D_PHS,,AT,7.846,stInflow
h7745,D_PHS,,CH,10.39,stInflow
h7745,D_PHS,Germany_,,5.9551,stInflow
h7745,D_PHS,,FR,12.716,stInflow
h7745,D_PHS,,IT,15.102,stInflow
h7745,D_PHS,,NO,24.7,stInflow
h7745,D_PHS,,SE,4.98,stInflow
h7746,D_PHS,,AT,7.846,stInflow
h7746,D_PHS,,CH,10.39,stInflow
h7746,D_PHS,Germany_,,5.9551,stInflow
h7746,D_PHS,,FR,12.716,stInflow
h7746,D_PHS,,IT,15.102,stInflow
h7746,D_PHS,,NO,24.7,stInflow
h7746,D_PHS,,SE,4.98,stInflow
h7747,D_PHS,,AT,7.846,stInflow
h7747,D_PHS,,CH,10.39,stInflow
h7747,D_PHS,Germany_,,5.9551,stInflow
h7747,D_PHS,,FR,12.716,stInflow
h7747,D_PHS,,IT,15.102,stInflow
h7747,D_PHS,,NO,24.7,stInflow
h7747,D_PHS,,SE,4.98,stInflow
h7748,D_PHS,,AT,7.846,stInflow
h7748,D_PHS,,CH,10.39,stInflow
h7748,D_PHS,Germany_,,5.9551,stInflow
h7748,D_PHS,,FR,12.716,stInflow
h7748,D_PHS,,IT,15.102,stInflow
h7748,D_PHS,,NO,24.7,stInflow
h7748,D_PHS,,SE,4.98,stInflow
h7749,D_PHS,,AT,7.846,stInflow
h7749,D_PHS,,CH,10.39,stInflow
