timestep_3,technology_1,region_2,region_3,value,parameter
h7749,D_PHS,Germany_,,5.9551,stInflow
h7749,D_PHS,,FR,12.716,stInflow
h7749,D_PHS,,IT,15.102,stInflow
h7749,D_PHS,,NO,24.7,stInflow
h7749,D_PHS,,SE,4.98,stInflow
h7750,D_PHS,,AT,7.846,stInflow
h7750,D_PHS,,CH,10.39,stInflow
h7750,D_PHS,Germany_,,5.9551,stInflow
h7750,D_PHS,,FR,12.716,stInflow
h7750,D_PHS,,IT,15.102,stInflow
h7750,D_PHS,,NO,24.7,stInflow
h7750,D_PHS,,SE,4.98,stInflow
h7751,D_PHS,,AT,7.846,stInflow
h7751,D_PHS,,CH,10.39,stInflow
h7751,D_PHS,Germany_,,5.9551,stInflow
h7751,D_PHS,,FR,12.716,stInflow
h7751,D_PHS,,IT,15.102,stInflow
h7751,D_PHS,,NO,24.7,stInflow
h7751,D_PHS,,SE,4.98,stInflow
h7752,D_PHS,,AT,7.846,stInflow
h7752,D_PHS,,CH,10.39,stInflow
h7752,D_PHS,Germany_,,5.9551,stInflow
h7752,D_PHS,,FR,12.716,stInflow
h7752,D_PHS,,IT,15.102,stInflow
h7752,D_PHS,,NO,24.7,stInflow
h7752,D_PHS,,SE,4.98,stInflow
h7753,D_PHS,,AT,7.846,stInflow
h7753,D_PHS,,CH,10.39,stInflow
h7753,D_PHS,Germany_,,5.9551,stInflow
h7753,D_PHS,,FR,12.716,stInflow
h7753,D_PHS,,IT,15.102,stInflow
h7753,D_PHS,,NO,24.7,stInflow
h7753,D_PHS,,SE,4.98,stInflow
h7754,D_PHS,,AT,7.846,stInflow
h7754,D_PHS,,CH,10.39,stInflow
h7754,D_PHS,Germany_,,5.9551,stInflow
h7754,D_PHS,,FR,12.716,stInflow
h7754,D_PHS,,IT,15.102,stInflow
h7754,D_PHS,,NO,24.7,stInflow
h7754,D_PHS,,SE,4.98,stInflow
h7755,D_PHS,,AT,7.846,stInflow
h7755,D_PHS,,CH,10.39,stInflow
h7755,D_PHS,Germany_,,5.9551,stInflow
h7755,D_PHS,,FR,12.716,stInflow
h7755,D_PHS,,IT,15.102,stInflow
h7755,D_PHS,,NO,24.7,stInflow
h7755,D_PHS,,SE,4.98,stInflow
h7756,D_PHS,,AT,7.846,stInflow
h7756,D_PHS,,CH,10.39,stInflow
h7756,D_PHS,Germany_,,5.9551,stInflow
h7756,D_PHS,,FR,12.716,stInflow
h7756,D_PHS,,IT,15.102,stInflow
h7756,D_PHS,,NO,24.7,stInflow
h7756,D_PHS,,SE,4.98,stInflow
h7757,D_PHS,,AT,7.846,stInflow
h7757,D_PHS,,CH,10.39,stInflow
h7757,D_PHS,Germany_,,5.9551,stInflow
h7757,D_PHS,,FR,12.716,stInflow
h7757,D_PHS,,IT,15.102,stInflow
h7757,D_PHS,,NO,24.7,stInflow
h7757,D_PHS,,SE,4.98,stInflow
h7758,D_PHS,,AT,7.846,stInflow
h7758,D_PHS,,CH,10.39,stInflow
h7758,D_PHS,Germany_,,5.9551,stInflow
h7758,D_PHS,,FR,12.716,stInflow
h7758,D_PHS,,IT,15.102,stInflow
h7758,D_PHS,,NO,24.7,stInflow
h7758,D_PHS,,SE,4.98,stInflow
h7759,D_PHS,,AT,7.846,stInflow
h7759,D_PHS,,CH,10.39,stInflow
h7759,D_PHS,Germany_,,5.9551,stInflow
h7759,D_PHS,,FR,12.716,stInflow
h7759,D_PHS,,IT,15.102,stInflow
h7759,D_PHS,,NO,24.7,stInflow
h7759,D_PHS,,SE,4.98,stInflow
h7760,D_PHS,,AT,7.846,stInflow
h7760,D_PHS,,CH,10.39,stInflow
h7760,D_PHS,Germany_,,5.9551,stInflow
h7760,D_PHS,,FR,12.716,stInflow
h7760,D_PHS,,IT,15.102,stInflow
h7760,D_PHS,,NO,24.7,stInflow
h7760,D_PHS,,SE,4.98,stInflow
h7761,D_PHS,,AT,7.846,stInflow
h7761,D_PHS,,CH,10.39,stInflow
h7761,D_PHS,Germany_,,5.9551,stInflow
h7761,D_PHS,,FR,12.716,stInflow
h7761,D_PHS,,IT,15.102,stInflow
h7761,D_PHS,,NO,24.7,stInflow
h7761,D_PHS,,SE,4.98,stInflow
h7762,D_PHS,,AT,7.846,stInflow
h7762,D_PHS,,CH,10.39,stInflow
h7762,D_PHS,Germany_,,5.9551,stInflow
h7762,D_PHS,,FR,12.716,stInflow
h7762,D_PHS,,IT,15.102,stInflow
h7762,D_PHS,,NO,24.7,stInflow
h7762,D_PHS,,SE,4.98,stInflow
h7763,D_PHS,,AT,7.846,stInflow
h7763,D_PHS,,CH,10.39,stInflow
h7763,D_PHS,Germany_,,5.9551,stInflow
h7763,D_PHS,,FR,12.716,stInflow
h7763,D_PHS,,IT,15.102,stInflow
h7763,D_PHS,,NO,24.7,stInflow
h7763,D_PHS,,SE,4.98,stInflow
h7764,D_PHS,,AT,7.846,stInflow
h7764,D_PHS,,CH,10.39,stInflow
h7764,D_PHS,Germany_,,5.9551,stInflow
h7764,D_PHS,,FR,12.716,stInflow
h7764,D_PHS,,IT,15.102,stInflow
h7764,D_PHS,,NO,24.7,stInflow
h7764,D_PHS,,SE,4.98,stInflow
h7765,D_PHS,,AT,7.846,stInflow
h7765,D_PHS,,CH,10.39,stInflow
h7765,D_PHS,Germany_,,5.9551,stInflow
h7765,D_PHS,,FR,12.716,stInflow
h7765,D_PHS,,IT,15.102,stInflow
h7765,D_PHS,,NO,24.7,stInflow
h7765,D_PHS,,SE,4.98,stInflow
h7766,D_PHS,,AT,7.846,stInflow
h7766,D_PHS,,CH,10.39,stInflow
h7766,D_PHS,Germany_,,5.9551,stInflow
h7766,D_PHS,,FR,12.716,stInflow
h7766,D_PHS,,IT,15.102,stInflow
h7766,D_PHS,,NO,24.7,stInflow
h7766,D_PHS,,SE,4.98,stInflow
h7767,D_PHS,,AT,7.846,stInflow
h7767,D_PHS,,CH,10.39,stInflow
h7767,D_PHS,Germany_,,5.9551,stInflow
h7767,D_PHS,,FR,12.716,stInflow
h7767,D_PHS,,IT,15.102,stInflow
h7767,D_PHS,,NO,24.7,stInflow
h7767,D_PHS,,SE,4.98,stInflow
h7768,D_PHS,,AT,7.846,stInflow
h7768,D_PHS,,CH,10.39,stInflow
h7768,D_PHS,Germany_,,5.9551,stInflow
h7768,D_PHS,,FR,12.716,stInflow
h7768,D_PHS,,IT,15.102,stInflow
h7768,D_PHS,,NO,24.7,stInflow
h7768,D_PHS,,SE,4.98,stInflow
h7769,D_PHS,,AT,7.846,stInflow
h7769,D_PHS,,CH,10.39,stInflow
h7769,D_PHS,Germany_,,5.9551,stInflow
h7769,D_PHS,,FR,12.716,stInflow
h7769,D_PHS,,IT,15.102,stInflow
h7769,D_PHS,,NO,24.7,stInflow
h7769,D_PHS,,SE,4.98,stInflow
h7770,D_PHS,,AT,7.846,stInflow
h7770,D_PHS,,CH,10.39,stInflow
h7770,D_PHS,Germany_,,5.9551,stInflow
h7770,D_PHS,,FR,12.716,stInflow
h7770,D_PHS,,IT,15.102,stInflow
h7770,D_PHS,,NO,24.7,stInflow
h7770,D_PHS,,SE,4.98,stInflow
h7771,D_PHS,,AT,7.846,stInflow
h7771,D_PHS,,CH,10.39,stInflow
h7771,D_PHS,Germany_,,5.9551,stInflow
h7771,D_PHS,,FR,12.716,stInflow
h7771,D_PHS,,IT,15.102,stInflow
h7771,D_PHS,,NO,24.7,stInflow
h7771,D_PHS,,SE,4.98,stInflow
h7772,D_PHS,,AT,7.846,stInflow
h7772,D_PHS,,CH,10.39,stInflow
h7772,D_PHS,Germany_,,5.9551,stInflow
h7772,D_PHS,,FR,12.716,stInflow
h7772,D_PHS,,IT,15.102,stInflow
h7772,D_PHS,,NO,24.7,stInflow
h7772,D_PHS,,SE,4.98,stInflow
h7773,D_PHS,,AT,7.846,stInflow
h7773,D_PHS,,CH,10.39,stInflow
h7773,D_PHS,Germany_,,5.9551,stInflow
h7773,D_PHS,,FR,12.716,stInflow
h7773,D_PHS,,IT,15.102,stInflow
h7773,D_PHS,,NO,24.7,stInflow
h7773,D_PHS,,SE,4.98,stInflow
h7774,D_PHS,,AT,7.846,stInflow
h7774,D_PHS,,CH,10.39,stInflow
h7774,D_PHS,Germany_,,5.9551,stInflow
h7774,D_PHS,,FR,12.716,stInflow
h7774,D_PHS,,IT,15.102,stInflow
h7774,D_PHS,,NO,24.7,stInflow
h7774,D_PHS,,SE,4.98,stInflow
h7775,D_PHS,,AT,7.846,stInflow
h7775,D_PHS,,CH,10.39,stInflow
h7775,D_PHS,Germany_,,5.9551,stInflow
h7775,D_PHS,,FR,12.716,stInflow
h7775,D_PHS,,IT,15.102,stInflow
h7775,D_PHS,,NO,24.7,stInflow
h7775,D_PHS,,SE,4.98,stInflow
h7776,D_PHS,,AT,7.846,stInflow
h7776,D_PHS,,CH,10.39,stInflow
h7776,D_PHS,Germany_,,5.9551,stInflow
h7776,D_PHS,,FR,12.716,stInflow
h7776,D_PHS,,IT,15.102,stInflow
h7776,D_PHS,,NO,24.7,stInflow
h7776,D_PHS,,SE,4.98,stInflow
h7777,D_PHS,,AT,7.846,stInflow
h7777,D_PHS,,CH,10.39,stInflow
h7777,D_PHS,Germany_,,5.9551,stInflow
h7777,D_PHS,,FR,12.716,stInflow
h7777,D_PHS,,IT,15.102,stInflow
h7777,D_PHS,,NO,24.7,stInflow
h7777,D_PHS,,SE,4.98,stInflow
h7778,D_PHS,,AT,7.846,stInflow
h7778,D_PHS,,CH,10.39,stInflow
h7778,D_PHS,Germany_,,5.9551,stInflow
h7778,D_PHS,,FR,12.716,stInflow
h7778,D_PHS,,IT,15.102,stInflow
h7778,D_PHS,,NO,24.7,stInflow
h7778,D_PHS,,SE,4.98,stInflow
h7779,D_PHS,,AT,7.846,stInflow
h7779,D_PHS,,CH,10.39,stInflow
h7779,D_PHS,Germany_,,5.9551,stInflow
h7779,D_PHS,,FR,12.716,stInflow
h7779,D_PHS,,IT,15.102,stInflow
h7779,D_PHS,,NO,24.7,stInflow
h7779,D_PHS,,SE,4.98,stInflow
h7780,D_PHS,,AT,7.846,stInflow
h7780,D_PHS,,CH,10.39,stInflow
h7780,D_PHS,Germany_,,5.9551,stInflow
h7780,D_PHS,,FR,12.716,stInflow
h7780,D_PHS,,IT,15.102,stInflow
h7780,D_PHS,,NO,24.7,stInflow
h7780,D_PHS,,SE,4.98,stInflow
h7781,D_PHS,,AT,7.846,stInflow
h7781,D_PHS,,CH,10.39,stInflow
h7781,D_PHS,Germany_,,5.9551,stInflow
h7781,D_PHS,,FR,12.716,stInflow
h7781,D_PHS,,IT,15.102,stInflow
h7781,D_PHS,,NO,24.7,stInflow
h7781,D_PHS,,SE,4.98,stInflow
h7782,D_PHS,,AT,7.846,stInflow
h7782,D_PHS,,CH,10.39,stInflow
h7782,D_PHS,Germany_,,5.9551,stInflow
h7782,D_PHS,,FR,12.716,stInflow
h7782,D_PHS,,IT,15.102,stInflow
h7782,D_PHS,,NO,24.7,stInflow
h7782,D_PHS,,SE,4.98,stInflow
h7783,D_PHS,,AT,7.846,stInflow
h7783,D_PHS,,CH,10.39,stInflow
h7783,D_PHS,Germany_,,5.9551,stInflow
h7783,D_PHS,,FR,12.716,stInflow
h7783,D_PHS,,IT,15.102,stInflow
h7783,D_PHS,,NO,24.7,stInflow
h7783,D_PHS,,SE,4.98,stInflow
h7784,D_PHS,,AT,7.846,stInflow
h7784,D_PHS,,CH,10.39,stInflow
h7784,D_PHS,Germany_,,5.9551,stInflow
h7784,D_PHS,,FR,12.716,stInflow
h7784,D_PHS,,IT,15.102,stInflow
h7784,D_PHS,,NO,24.7,stInflow
h7784,D_PHS,,SE,4.98,stInflow
h7785,D_PHS,,AT,7.846,stInflow
h7785,D_PHS,,CH,10.39,stInflow
h7785,D_PHS,Germany_,,5.9551,stInflow
h7785,D_PHS,,FR,12.716,stInflow
h7785,D_PHS,,IT,15.102,stInflow
h7785,D_PHS,,NO,24.7,stInflow
h7785,D_PHS,,SE,4.98,stInflow
h7786,D_PHS,,AT,7.846,stInflow
h7786,D_PHS,,CH,10.39,stInflow
h7786,D_PHS,Germany_,,5.9551,stInflow
h7786,D_PHS,,FR,12.716,stInflow
h7786,D_PHS,,IT,15.102,stInflow
h7786,D_PHS,,NO,24.7,stInflow
h7786,D_PHS,,SE,4.98,stInflow
h7787,D_PHS,,AT,7.846,stInflow
h7787,D_PHS,,CH,10.39,stInflow
h7787,D_PHS,Germany_,,5.9551,stInflow
h7787,D_PHS,,FR,12.716,stInflow
h7787,D_PHS,,IT,15.102,stInflow
h7787,D_PHS,,NO,24.7,stInflow
h7787,D_PHS,,SE,4.98,stInflow
h7788,D_PHS,,AT,7.846,stInflow
h7788,D_PHS,,CH,10.39,stInflow
h7788,D_PHS,Germany_,,5.9551,stInflow
h7788,D_PHS,,FR,12.716,stInflow
h7788,D_PHS,,IT,15.102,stInflow
h7788,D_PHS,,NO,24.7,stInflow
h7788,D_PHS,,SE,4.98,stInflow
h7789,D_PHS,,AT,7.846,stInflow
h7789,D_PHS,,CH,10.39,stInflow
h7789,D_PHS,Germany_,,5.9551,stInflow
h7789,D_PHS,,FR,12.716,stInflow
h7789,D_PHS,,IT,15.102,stInflow
h7789,D_PHS,,NO,24.7,stInflow
h7789,D_PHS,,SE,4.98,stInflow
h7790,D_PHS,,AT,7.846,stInflow
h7790,D_PHS,,CH,10.39,stInflow
h7790,D_PHS,Germany_,,5.9551,stInflow
h7790,D_PHS,,FR,12.716,stInflow
h7790,D_PHS,,IT,15.102,stInflow
h7790,D_PHS,,NO,24.7,stInflow
h7790,D_PHS,,SE,4.98,stInflow
h7791,D_PHS,,AT,7.846,stInflow
h7791,D_PHS,,CH,10.39,stInflow
h7791,D_PHS,Germany_,,5.9551,stInflow
h7791,D_PHS,,FR,12.716,stInflow
h7791,D_PHS,,IT,15.102,stInflow
h7791,D_PHS,,NO,24.7,stInflow
h7791,D_PHS,,SE,4.98,stInflow
h7792,D_PHS,,AT,7.846,stInflow
h7792,D_PHS,,CH,10.39,stInflow
h7792,D_PHS,Germany_,,5.9551,stInflow
h7792,D_PHS,,FR,12.716,stInflow
h7792,D_PHS,,IT,15.102,stInflow
h7792,D_PHS,,NO,24.7,stInflow
h7792,D_PHS,,SE,4.98,stInflow
h7793,D_PHS,,AT,7.846,stInflow
h7793,D_PHS,,CH,10.39,stInflow
h7793,D_PHS,Germany_,,5.9551,stInflow
h7793,D_PHS,,FR,12.716,stInflow
h7793,D_PHS,,IT,15.102,stInflow
h7793,D_PHS,,NO,24.7,stInflow
h7793,D_PHS,,SE,4.98,stInflow
h7794,D_PHS,,AT,7.846,stInflow
h7794,D_PHS,,CH,10.39,stInflow
h7794,D_PHS,Germany_,,5.9551,stInflow
h7794,D_PHS,,FR,12.716,stInflow
h7794,D_PHS,,IT,15.102,stInflow
h7794,D_PHS,,NO,24.7,stInflow
h7794,D_PHS,,SE,4.98,stInflow
h7795,D_PHS,,AT,7.846,stInflow
h7795,D_PHS,,CH,10.39,stInflow
h7795,D_PHS,Germany_,,5.9551,stInflow
h7795,D_PHS,,FR,12.716,stInflow
h7795,D_PHS,,IT,15.102,stInflow
h7795,D_PHS,,NO,24.7,stInflow
h7795,D_PHS,,SE,4.98,stInflow
h7796,D_PHS,,AT,7.846,stInflow
h7796,D_PHS,,CH,10.39,stInflow
h7796,D_PHS,Germany_,,5.9551,stInflow
h7796,D_PHS,,FR,12.716,stInflow
h7796,D_PHS,,IT,15.102,stInflow
h7796,D_PHS,,NO,24.7,stInflow
h7796,D_PHS,,SE,4.98,stInflow
h7797,D_PHS,,AT,7.846,stInflow
h7797,D_PHS,,CH,10.39,stInflow
h7797,D_PHS,Germany_,,5.9551,stInflow
h7797,D_PHS,,FR,12.716,stInflow
h7797,D_PHS,,IT,15.102,stInflow
h7797,D_PHS,,NO,24.7,stInflow
h7797,D_PHS,,SE,4.98,stInflow
h7798,D_PHS,,AT,7.846,stInflow
h7798,D_PHS,,CH,10.39,stInflow
h7798,D_PHS,Germany_,,5.9551,stInflow
h7798,D_PHS,,FR,12.716,stInflow
h7798,D_PHS,,IT,15.102,stInflow
h7798,D_PHS,,NO,24.7,stInflow
h7798,D_PHS,,SE,4.98,stInflow
h7799,D_PHS,,AT,7.846,stInflow
h7799,D_PHS,,CH,10.39,stInflow
h7799,D_PHS,Germany_,,5.9551,stInflow
h7799,D_PHS,,FR,12.716,stInflow
h7799,D_PHS,,IT,15.102,stInflow
h7799,D_PHS,,NO,24.7,stInflow
h7799,D_PHS,,SE,4.98,stInflow
h7800,D_PHS,,AT,7.846,stInflow
h7800,D_PHS,,CH,10.39,stInflow
h7800,D_PHS,Germany_,,5.9551,stInflow
h7800,D_PHS,,FR,12.716,stInflow
h7800,D_PHS,,IT,15.102,stInflow
h7800,D_PHS,,NO,24.7,stInflow
h7800,D_PHS,,SE,4.98,stInflow
h7801,D_PHS,,AT,7.846,stInflow
h7801,D_PHS,,CH,10.39,stInflow
h7801,D_PHS,Germany_,,5.9551,stInflow
h7801,D_PHS,,FR,12.716,stInflow
h7801,D_PHS,,IT,15.102,stInflow
h7801,D_PHS,,NO,24.7,stInflow
h7801,D_PHS,,SE,4.98,stInflow
h7802,D_PHS,,AT,7.846,stInflow
h7802,D_PHS,,CH,10.39,stInflow
h7802,D_PHS,Germany_,,5.9551,stInflow
h7802,D_PHS,,FR,12.716,stInflow
h7802,D_PHS,,IT,15.102,stInflow
h7802,D_PHS,,NO,24.7,stInflow
h7802,D_PHS,,SE,4.98,stInflow
h7803,D_PHS,,AT,7.846,stInflow
h7803,D_PHS,,CH,10.39,stInflow
h7803,D_PHS,Germany_,,5.9551,stInflow
h7803,D_PHS,,FR,12.716,stInflow
h7803,D_PHS,,IT,15.102,stInflow
h7803,D_PHS,,NO,24.7,stInflow
h7803,D_PHS,,SE,4.98,stInflow
h7804,D_PHS,,AT,7.846,stInflow
h7804,D_PHS,,CH,10.39,stInflow
h7804,D_PHS,Germany_,,5.9551,stInflow
h7804,D_PHS,,FR,12.716,stInflow
h7804,D_PHS,,IT,15.102,stInflow
h7804,D_PHS,,NO,24.7,stInflow
h7804,D_PHS,,SE,4.98,stInflow
h7805,D_PHS,,AT,7.846,stInflow
h7805,D_PHS,,CH,10.39,stInflow
h7805,D_PHS,Germany_,,5.9551,stInflow
h7805,D_PHS,,FR,12.716,stInflow
h7805,D_PHS,,IT,15.102,stInflow
h7805,D_PHS,,NO,24.7,stInflow
h7805,D_PHS,,SE,4.98,stInflow
h7806,D_PHS,,AT,7.846,stInflow
h7806,D_PHS,,CH,10.39,stInflow
h7806,D_PHS,Germany_,,5.9551,stInflow
h7806,D_PHS,,FR,12.716,stInflow
h7806,D_PHS,,IT,15.102,stInflow
h7806,D_PHS,,NO,24.7,stInflow
h7806,D_PHS,,SE,4.98,stInflow
h7807,D_PHS,,AT,7.846,stInflow
h7807,D_PHS,,CH,10.39,stInflow
h7807,D_PHS,Germany_,,5.9551,stInflow
h7807,D_PHS,,FR,12.716,stInflow
h7807,D_PHS,,IT,15.102,stInflow
h7807,D_PHS,,NO,24.7,stInflow
h7807,D_PHS,,SE,4.98,stInflow
h7808,D_PHS,,AT,7.846,stInflow
h7808,D_PHS,,CH,10.39,stInflow
h7808,D_PHS,Germany_,,5.9551,stInflow
h7808,D_PHS,,FR,12.716,stInflow
h7808,D_PHS,,IT,15.102,stInflow
h7808,D_PHS,,NO,24.7,stInflow
h7808,D_PHS,,SE,4.98,stInflow
h7809,D_PHS,,AT,7.846,stInflow
h7809,D_PHS,,CH,10.39,stInflow
h7809,D_PHS,Germany_,,5.9551,stInflow
h7809,D_PHS,,FR,12.716,stInflow
h7809,D_PHS,,IT,15.102,stInflow
h7809,D_PHS,,NO,24.7,stInflow
h7809,D_PHS,,SE,4.98,stInflow
h7810,D_PHS,,AT,7.846,stInflow
h7810,D_PHS,,CH,10.39,stInflow
h7810,D_PHS,Germany_,,5.9551,stInflow
h7810,D_PHS,,FR,12.716,stInflow
h7810,D_PHS,,IT,15.102,stInflow
h7810,D_PHS,,NO,24.7,stInflow
h7810,D_PHS,,SE,4.98,stInflow
h7811,D_PHS,,AT,7.846,stInflow
h7811,D_PHS,,CH,10.39,stInflow
h7811,D_PHS,Germany_,,5.9551,stInflow
h7811,D_PHS,,FR,12.716,stInflow
h7811,D_PHS,,IT,15.102,stInflow
h7811,D_PHS,,NO,24.7,stInflow
h7811,D_PHS,,SE,4.98,stInflow
h7812,D_PHS,,AT,7.846,stInflow
h7812,D_PHS,,CH,10.39,stInflow
h7812,D_PHS,Germany_,,5.9551,stInflow
h7812,D_PHS,,FR,12.716,stInflow
h7812,D_PHS,,IT,15.102,stInflow
h7812,D_PHS,,NO,24.7,stInflow
h7812,D_PHS,,SE,4.98,stInflow
h7813,D_PHS,,AT,7.846,stInflow
h7813,D_PHS,,CH,10.39,stInflow
h7813,D_PHS,Germany_,,5.9551,stInflow
h7813,D_PHS,,FR,12.716,stInflow
h7813,D_PHS,,IT,15.102,stInflow
h7813,D_PHS,,NO,24.7,stInflow
h7813,D_PHS,,SE,4.98,stInflow
h7814,D_PHS,,AT,7.846,stInflow
h7814,D_PHS,,CH,10.39,stInflow
h7814,D_PHS,Germany_,,5.9551,stInflow
h7814,D_PHS,,FR,12.716,stInflow
h7814,D_PHS,,IT,15.102,stInflow
h7814,D_PHS,,NO,24.7,stInflow
h7814,D_PHS,,SE,4.98,stInflow
h7815,D_PHS,,AT,7.846,stInflow
h7815,D_PHS,,CH,10.39,stInflow
h7815,D_PHS,Germany_,,5.9551,stInflow
h7815,D_PHS,,FR,12.716,stInflow
h7815,D_PHS,,IT,15.102,stInflow
h7815,D_PHS,,NO,24.7,stInflow
h7815,D_PHS,,SE,4.98,stInflow
h7816,D_PHS,,AT,7.846,stInflow
h7816,D_PHS,,CH,10.39,stInflow
h7816,D_PHS,Germany_,,5.9551,stInflow
h7816,D_PHS,,FR,12.716,stInflow
h7816,D_PHS,,IT,15.102,stInflow
h7816,D_PHS,,NO,24.7,stInflow
h7816,D_PHS,,SE,4.98,stInflow
h7817,D_PHS,,AT,7.846,stInflow
h7817,D_PHS,,CH,10.39,stInflow
h7817,D_PHS,Germany_,,5.9551,stInflow
h7817,D_PHS,,FR,12.716,stInflow
h7817,D_PHS,,IT,15.102,stInflow
h7817,D_PHS,,NO,24.7,stInflow
h7817,D_PHS,,SE,4.98,stInflow
h7818,D_PHS,,AT,7.846,stInflow
h7818,D_PHS,,CH,10.39,stInflow
h7818,D_PHS,Germany_,,5.9551,stInflow
h7818,D_PHS,,FR,12.716,stInflow
h7818,D_PHS,,IT,15.102,stInflow
h7818,D_PHS,,NO,24.7,stInflow
h7818,D_PHS,,SE,4.98,stInflow
h7819,D_PHS,,AT,7.846,stInflow
h7819,D_PHS,,CH,10.39,stInflow
h7819,D_PHS,Germany_,,5.9551,stInflow
h7819,D_PHS,,FR,12.716,stInflow
h7819,D_PHS,,IT,15.102,stInflow
h7819,D_PHS,,NO,24.7,stInflow
h7819,D_PHS,,SE,4.98,stInflow
h7820,D_PHS,,AT,7.846,stInflow
h7820,D_PHS,,CH,10.39,stInflow
h7820,D_PHS,Germany_,,5.9551,stInflow
h7820,D_PHS,,FR,12.716,stInflow
h7820,D_PHS,,IT,15.102,stInflow
h7820,D_PHS,,NO,24.7,stInflow
h7820,D_PHS,,SE,4.98,stInflow
h7821,D_PHS,,AT,7.846,stInflow
h7821,D_PHS,,CH,10.39,stInflow
h7821,D_PHS,Germany_,,5.9551,stInflow
h7821,D_PHS,,FR,12.716,stInflow
h7821,D_PHS,,IT,15.102,stInflow
h7821,D_PHS,,NO,24.7,stInflow
h7821,D_PHS,,SE,4.98,stInflow
h7822,D_PHS,,AT,7.846,stInflow
h7822,D_PHS,,CH,10.39,stInflow
h7822,D_PHS,Germany_,,5.9551,stInflow
h7822,D_PHS,,FR,12.716,stInflow
h7822,D_PHS,,IT,15.102,stInflow
h7822,D_PHS,,NO,24.7,stInflow
h7822,D_PHS,,SE,4.98,stInflow
h7823,D_PHS,,AT,7.846,stInflow
h7823,D_PHS,,CH,10.39,stInflow
h7823,D_PHS,Germany_,,5.9551,stInflow
h7823,D_PHS,,FR,12.716,stInflow
h7823,D_PHS,,IT,15.102,stInflow
h7823,D_PHS,,NO,24.7,stInflow
h7823,D_PHS,,SE,4.98,stInflow
h7824,D_PHS,,AT,7.846,stInflow
h7824,D_PHS,,CH,10.39,stInflow
h7824,D_PHS,Germany_,,5.9551,stInflow
h7824,D_PHS,,FR,12.716,stInflow
h7824,D_PHS,,IT,15.102,stInflow
h7824,D_PHS,,NO,24.7,stInflow
h7824,D_PHS,,SE,4.98,stInflow
h7825,D_PHS,,AT,7.846,stInflow
h7825,D_PHS,,CH,10.39,stInflow
h7825,D_PHS,Germany_,,5.9551,stInflow
h7825,D_PHS,,FR,12.716,stInflow
h7825,D_PHS,,IT,15.102,stInflow
h7825,D_PHS,,NO,24.7,stInflow
h7825,D_PHS,,SE,4.98,stInflow
h7826,D_PHS,,AT,7.846,stInflow
h7826,D_PHS,,CH,10.39,stInflow
h7826,D_PHS,Germany_,,5.9551,stInflow
h7826,D_PHS,,FR,12.716,stInflow
h7826,D_PHS,,IT,15.102,stInflow
h7826,D_PHS,,NO,24.7,stInflow
h7826,D_PHS,,SE,4.98,stInflow
h7827,D_PHS,,AT,7.846,stInflow
h7827,D_PHS,,CH,10.39,stInflow
h7827,D_PHS,Germany_,,5.9551,stInflow
h7827,D_PHS,,FR,12.716,stInflow
h7827,D_PHS,,IT,15.102,stInflow
h7827,D_PHS,,NO,24.7,stInflow
h7827,D_PHS,,SE,4.98,stInflow
h7828,D_PHS,,AT,7.846,stInflow
h7828,D_PHS,,CH,10.39,stInflow
h7828,D_PHS,Germany_,,5.9551,stInflow
h7828,D_PHS,,FR,12.716,stInflow
h7828,D_PHS,,IT,15.102,stInflow
h7828,D_PHS,,NO,24.7,stInflow
h7828,D_PHS,,SE,4.98,stInflow
h7829,D_PHS,,AT,7.846,stInflow
h7829,D_PHS,,CH,10.39,stInflow
h7829,D_PHS,Germany_,,5.9551,stInflow
h7829,D_PHS,,FR,12.716,stInflow
h7829,D_PHS,,IT,15.102,stInflow
h7829,D_PHS,,NO,24.7,stInflow
h7829,D_PHS,,SE,4.98,stInflow
h7830,D_PHS,,AT,7.846,stInflow
h7830,D_PHS,,CH,10.39,stInflow
h7830,D_PHS,Germany_,,5.9551,stInflow
h7830,D_PHS,,FR,12.716,stInflow
h7830,D_PHS,,IT,15.102,stInflow
h7830,D_PHS,,NO,24.7,stInflow
h7830,D_PHS,,SE,4.98,stInflow
h7831,D_PHS,,AT,7.846,stInflow
h7831,D_PHS,,CH,10.39,stInflow
h7831,D_PHS,Germany_,,5.9551,stInflow
h7831,D_PHS,,FR,12.716,stInflow
h7831,D_PHS,,IT,15.102,stInflow
h7831,D_PHS,,NO,24.7,stInflow
h7831,D_PHS,,SE,4.98,stInflow
h7832,D_PHS,,AT,7.846,stInflow
h7832,D_PHS,,CH,10.39,stInflow
h7832,D_PHS,Germany_,,5.9551,stInflow
h7832,D_PHS,,FR,12.716,stInflow
h7832,D_PHS,,IT,15.102,stInflow
h7832,D_PHS,,NO,24.7,stInflow
h7832,D_PHS,,SE,4.98,stInflow
h7833,D_PHS,,AT,7.846,stInflow
h7833,D_PHS,,CH,10.39,stInflow
h7833,D_PHS,Germany_,,5.9551,stInflow
h7833,D_PHS,,FR,12.716,stInflow
h7833,D_PHS,,IT,15.102,stInflow
h7833,D_PHS,,NO,24.7,stInflow
h7833,D_PHS,,SE,4.98,stInflow
h7834,D_PHS,,AT,7.846,stInflow
h7834,D_PHS,,CH,10.39,stInflow
h7834,D_PHS,Germany_,,5.9551,stInflow
