region_1,region_2,carrier_1,carrier_2,parameter,timestep_2,value
PL,PL,electricity,electricity_central,dem,d016,18.54619976916667
PT,PT,electricity,electricity_central,dem,d016,5.7652908277499995
RO,RO,electricity,electricity_central,dem,d016,6.440245171333334
SE,SE,electricity,electricity_central,dem,d016,16.992708201666666
SI,SI,electricity,electricity_central,dem,d016,1.0687028795833333
SK,SK,electricity,electricity_central,dem,d016,2.264800173916666
UK,UK,electricity,electricity_central,dem,d016,41.505338260416664
EE,EE,electricity,electricity_central,dem,d016,0.950093069875
LT,LT,electricity,electricity_central,dem,d016,0.5776672862916667
LV,LV,electricity,electricity_central,dem,d016,0.8171948870833333
NONEU_Balkan,NONEU_Balkan,electricity,electricity_central,dem,d016,5.6727686134166655
TR,TR,electricity,electricity_central,dem,d016,28.27554051833333
AT,AT,electricity,electricity_central,dem,d017,5.239156013791668
BE,BE,electricity,electricity_central,dem,d017,6.2643064913333335
BG,BG,electricity,electricity_central,dem,d017,4.326993637041666
CH,CH,electricity,electricity_central,dem,d017,11.318996824583332
CZ,CZ,electricity,electricity_central,dem,d017,6.093168231791669
DK,DK,electricity,electricity_central,dem,d017,5.357519243083334
ES,ES,electricity,electricity_central,dem,d017,30.807585842916666
FI,FI,electricity,electricity_central,dem,d017,2.7794538370416664
FR,FR,electricity,electricity_central,dem,d017,80.64225472
GR,GR,electricity,electricity_central,dem,d017,6.998406020791666
HR,HR,electricity,electricity_central,dem,d017,2.3211854479166667
HU,HU,electricity,electricity_central,dem,d017,3.684360304333334
IE,IE,electricity,electricity_central,dem,d017,2.9960983136666663
IT,IT,electricity,electricity_central,dem,d017,16.132941982083334
LU,LU,electricity,electricity_central,dem,d017,0.8309983838749998
NL,NL,electricity,electricity_central,dem,d017,8.953191648708335
NO,NO,electricity,electricity_central,dem,d017,15.657456706249997
PL,PL,electricity,electricity_central,dem,d017,18.630603692083334
PT,PT,electricity,electricity_central,dem,d017,5.693201809874999
RO,RO,electricity,electricity_central,dem,d017,6.410497549458332
SE,SE,electricity,electricity_central,dem,d017,16.94316391208334
SI,SI,electricity,electricity_central,dem,d017,1.0696681236666665
SK,SK,electricity,electricity_central,dem,d017,2.2519461919999997
UK,UK,electricity,electricity_central,dem,d017,41.32588121458333
EE,EE,electricity,electricity_central,dem,d017,0.9523182630833337
LT,LT,electricity,electricity_central,dem,d017,0.5803225834583333
LV,LV,electricity,electricity_central,dem,d017,0.8218488255833334
NONEU_Balkan,NONEU_Balkan,electricity,electricity_central,dem,d017,5.778796233833332
TR,TR,electricity,electricity_central,dem,d017,28.63981797291667
AT,AT,electricity,electricity_central,dem,d018,5.168728766666668
BE,BE,electricity,electricity_central,dem,d018,6.2111859599166666
BG,BG,electricity,electricity_central,dem,d018,4.327388435708333
CH,CH,electricity,electricity_central,dem,d018,11.355017159583333
CZ,CZ,electricity,electricity_central,dem,d018,6.095137664666667
DK,DK,electricity,electricity_central,dem,d018,5.566040669083333
ES,ES,electricity,electricity_central,dem,d018,30.347140087500005
FI,FI,electricity,electricity_central,dem,d018,2.908944993375
FR,FR,electricity,electricity_central,dem,d018,81.86331965833332
GR,GR,electricity,electricity_central,dem,d018,6.962394287666665
HR,HR,electricity,electricity_central,dem,d018,2.3252439222083336
HU,HU,electricity,electricity_central,dem,d018,3.674208192624999
IE,IE,electricity,electricity_central,dem,d018,3.031866495875
IT,IT,electricity,electricity_central,dem,d018,16.052428225833335
LU,LU,electricity,electricity_central,dem,d018,0.9260017126666665
NL,NL,electricity,electricity_central,dem,d018,8.830747685708333
NO,NO,electricity,electricity_central,dem,d018,15.52167274833333
PL,PL,electricity,electricity_central,dem,d018,18.563839951250003
PT,PT,electricity,electricity_central,dem,d018,5.6715641210416665
RO,RO,electricity,electricity_central,dem,d018,6.516070940083332
SE,SE,electricity,electricity_central,dem,d018,17.15907171166667
SI,SI,electricity,electricity_central,dem,d018,1.046375262541667
SK,SK,electricity,electricity_central,dem,d018,2.274721203416666
UK,UK,electricity,electricity_central,dem,d018,40.154067170000005
EE,EE,electricity,electricity_central,dem,d018,0.9729254885833334
LT,LT,electricity,electricity_central,dem,d018,0.577205495625
LV,LV,electricity,electricity_central,dem,d018,0.8244819752083333
NONEU_Balkan,NONEU_Balkan,electricity,electricity_central,dem,d018,5.774370036
TR,TR,electricity,electricity_central,dem,d018,28.492445916250006
AT,AT,electricity,electricity_central,dem,d019,4.582992936208334
BE,BE,electricity,electricity_central,dem,d019,5.6999992972083335
BG,BG,electricity,electricity_central,dem,d019,4.108885306375001
CH,CH,electricity,electricity_central,dem,d019,10.481985429958334
CZ,CZ,electricity,electricity_central,dem,d019,5.391964523916667
DK,DK,electricity,electricity_central,dem,d019,5.071036681583333
ES,ES,electricity,electricity_central,dem,d019,27.299868828749997
FI,FI,electricity,electricity_central,dem,d019,2.6739231735
FR,FR,electricity,electricity_central,dem,d019,73.5323747925
GR,GR,electricity,electricity_central,dem,d019,6.470029410416667
HR,HR,electricity,electricity_central,dem,d019,2.1677489366666665
HU,HU,electricity,electricity_central,dem,d019,3.358147272916666
IE,IE,electricity,electricity_central,dem,d019,2.7990434829999997
IT,IT,electricity,electricity_central,dem,d019,13.91086320166667
LU,LU,electricity,electricity_central,dem,d019,0.8469445691666665
NL,NL,electricity,electricity_central,dem,d019,7.914994580458335
NO,NO,electricity,electricity_central,dem,d019,14.984641640833333
PL,PL,electricity,electricity_central,dem,d019,16.877659986250006
PT,PT,electricity,electricity_central,dem,d019,4.556948549916666
RO,RO,electricity,electricity_central,dem,d019,5.961561464541666
SE,SE,electricity,electricity_central,dem,d019,16.43766624875
SI,SI,electricity,electricity_central,dem,d019,0.9290473182083333
SK,SK,electricity,electricity_central,dem,d019,2.0937963094583334
UK,UK,electricity,electricity_central,dem,d019,36.85002710916667
EE,EE,electricity,electricity_central,dem,d019,0.9225200216250001
LT,LT,electricity,electricity_central,dem,d019,0.5326426848333333
LV,LV,electricity,electricity_central,dem,d019,0.754183007
NONEU_Balkan,NONEU_Balkan,electricity,electricity_central,dem,d019,5.634410602625
TR,TR,electricity,electricity_central,dem,d019,26.47752417375
AT,AT,electricity,electricity_central,dem,d020,4.177525429916666
BE,BE,electricity,electricity_central,dem,d020,5.514974447875001
BG,BG,electricity,electricity_central,dem,d020,4.035093842208333
CH,CH,electricity,electricity_central,dem,d020,9.719338594749999
CZ,CZ,electricity,electricity_central,dem,d020,5.217712533916666
DK,DK,electricity,electricity_central,dem,d020,5.173984759791666
ES,ES,electricity,electricity_central,dem,d020,25.44977236625
FI,FI,electricity,electricity_central,dem,d020,2.4890588964166667
FR,FR,electricity,electricity_central,dem,d020,69.69765095416666
GR,GR,electricity,electricity_central,dem,d020,6.015280983500001
HR,HR,electricity,electricity_central,dem,d020,1.990921648833333
HU,HU,electricity,electricity_central,dem,d020,3.2076697393749996
IE,IE,electricity,electricity_central,dem,d020,2.66297047075
IT,IT,electricity,electricity_central,dem,d020,12.38530084158333
LU,LU,electricity,electricity_central,dem,d020,0.8023850883333333
NL,NL,electricity,electricity_central,dem,d020,7.539049757208335
NO,NO,electricity,electricity_central,dem,d020,14.371825573333338
PL,PL,electricity,electricity_central,dem,d020,15.280788390833331
PT,PT,electricity,electricity_central,dem,d020,4.599345239916667
RO,RO,electricity,electricity_central,dem,d020,5.370442479791667
SE,SE,electricity,electricity_central,dem,d020,15.638613909166667
SI,SI,electricity,electricity_central,dem,d020,0.8781433996666667
SK,SK,electricity,electricity_central,dem,d020,2.01562675775
UK,UK,electricity,electricity_central,dem,d020,36.18120421458333
EE,EE,electricity,electricity_central,dem,d020,0.8893678651666669
LT,LT,electricity,electricity_central,dem,d020,0.5180467975833333
LV,LV,electricity,electricity_central,dem,d020,0.7435585549166666
NONEU_Balkan,NONEU_Balkan,electricity,electricity_central,dem,d020,5.700292229458333
TR,TR,electricity,electricity_central,dem,d020,24.61654152458333
AT,AT,electricity,electricity_central,dem,d021,5.083158072333333
BE,BE,electricity,electricity_central,dem,d021,6.08111941975
BG,BG,electricity,electricity_central,dem,d021,4.135265037000001
CH,CH,electricity,electricity_central,dem,d021,11.098227039541667
CZ,CZ,electricity,electricity_central,dem,d021,6.099105072749999
DK,DK,electricity,electricity_central,dem,d021,5.600825493125
ES,ES,electricity,electricity_central,dem,d021,30.127388183749996
FI,FI,electricity,electricity_central,dem,d021,2.6794962338333335
FR,FR,electricity,electricity_central,dem,d021,75.44027871833335
GR,GR,electricity,electricity_central,dem,d021,6.520625187749999
HR,HR,electricity,electricity_central,dem,d021,2.2415869847916667
HU,HU,electricity,electricity_central,dem,d021,3.588985496916667
IE,IE,electricity,electricity_central,dem,d021,3.0356045639583322
IT,IT,electricity,electricity_central,dem,d021,15.421191909416663
LU,LU,electricity,electricity_central,dem,d021,0.8920879947916668
NL,NL,electricity,electricity_central,dem,d021,8.8022959765
NO,NO,electricity,electricity_central,dem,d021,15.521672747916663
PL,PL,electricity,electricity_central,dem,d021,18.24797784875
PT,PT,electricity,electricity_central,dem,d021,5.473127108958334
RO,RO,electricity,electricity_central,dem,d021,6.096115785833333
SE,SE,electricity,electricity_central,dem,d021,17.273892665833333
SI,SI,electricity,electricity_central,dem,d021,0.9887654385416668
SK,SK,electricity,electricity_central,dem,d021,2.2029786425
UK,UK,electricity,electricity_central,dem,d021,40.476265461666664
EE,EE,electricity,electricity_central,dem,d021,0.9614125316250003
LT,LT,electricity,electricity_central,dem,d021,0.6014660042916665
LV,LV,electricity,electricity_central,dem,d021,0.8140106131666666
NONEU_Balkan,NONEU_Balkan,electricity,electricity_central,dem,d021,5.582176923416667
TR,TR,electricity,electricity_central,dem,d021,26.68457901625001
AT,AT,electricity,electricity_central,dem,d022,5.13941813625
BE,BE,electricity,electricity_central,dem,d022,6.140322120833332
BG,BG,electricity,electricity_central,dem,d022,3.976735417708333
CH,CH,electricity,electricity_central,dem,d022,11.176487535583334
CZ,CZ,electricity,electricity_central,dem,d022,6.193637847666667
DK,DK,electricity,electricity_central,dem,d022,5.561868365333333
ES,ES,electricity,electricity_central,dem,d022,31.78560255625
FI,FI,electricity,electricity_central,dem,d022,2.6193750124999995
FR,FR,electricity,electricity_central,dem,d022,75.8871537875
GR,GR,electricity,electricity_central,dem,d022,6.559138391249999
HR,HR,electricity,electricity_central,dem,d022,2.2936489181249997
HU,HU,electricity,electricity_central,dem,d022,3.699924836916667
IE,IE,electricity,electricity_central,dem,d022,3.1299358145
IT,IT,electricity,electricity_central,dem,d022,15.920891499583334
LU,LU,electricity,electricity_central,dem,d022,0.933143806958333
NL,NL,electricity,electricity_central,dem,d022,8.879449463916668
NO,NO,electricity,electricity_central,dem,d022,16.503239075
PL,PL,electricity,electricity_central,dem,d022,18.69151373916667
PT,PT,electricity,electricity_central,dem,d022,5.806625769916668
RO,RO,electricity,electricity_central,dem,d022,6.235500262291667
SE,SE,electricity,electricity_central,dem,d022,17.820560935833335
SI,SI,electricity,electricity_central,dem,d022,1.020974105625
SK,SK,electricity,electricity_central,dem,d022,2.2411580287083335
UK,UK,electricity,electricity_central,dem,d022,41.18272014083335
EE,EE,electricity,electricity_central,dem,d022,0.9630572398333337
LT,LT,electricity,electricity_central,dem,d022,0.60972876075
LV,LV,electricity,electricity_central,dem,d022,0.7849234965833336
NONEU_Balkan,NONEU_Balkan,electricity,electricity_central,dem,d022,5.577409834083333
TR,TR,electricity,electricity_central,dem,d022,26.842187924166662
AT,AT,electricity,electricity_central,dem,d023,5.1554016250000005
BE,BE,electricity,electricity_central,dem,d023,6.249844929833334
BG,BG,electricity,electricity_central,dem,d023,4.008175749833335
CH,CH,electricity,electricity_central,dem,d023,11.46328320875
CZ,CZ,electricity,electricity_central,dem,d023,6.242559700249999
DK,DK,electricity,electricity_central,dem,d023,5.356722286291666
ES,ES,electricity,electricity_central,dem,d023,31.85876081791667
FI,FI,electricity,electricity_central,dem,d023,2.6543532989166665
FR,FR,electricity,electricity_central,dem,d023,75.35224509375
GR,GR,electricity,electricity_central,dem,d023,6.3540178242500005
HR,HR,electricity,electricity_central,dem,d023,2.2767604284583327
HU,HU,electricity,electricity_central,dem,d023,3.7199232734166667
IE,IE,electricity,electricity_central,dem,d023,3.128543201083333
IT,IT,electricity,electricity_central,dem,d023,16.064943907083336
LU,LU,electricity,electricity_central,dem,d023,0.8502685627083334
NL,NL,electricity,electricity_central,dem,d023,8.929893183041665
NO,NO,electricity,electricity_central,dem,d023,16.22581308666667
PL,PL,electricity,electricity_central,dem,d023,18.782087770833336
PT,PT,electricity,electricity_central,dem,d023,5.883877079166666
RO,RO,electricity,electricity_central,dem,d023,6.3175362303750005
SE,SE,electricity,electricity_central,dem,d023,18.21853289791667
SI,SI,electricity,electricity_central,dem,d023,1.0118296891249998
SK,SK,electricity,electricity_central,dem,d023,2.2312369992916667
UK,UK,electricity,electricity_central,dem,d023,41.35194866875
EE,EE,electricity,electricity_central,dem,d023,0.9465779091666667
LT,LT,electricity,electricity_central,dem,d023,0.6061004046666667
LV,LV,electricity,electricity_central,dem,d023,0.7950580603333331
NONEU_Balkan,NONEU_Balkan,electricity,electricity_central,dem,d023,5.583850057375002
TR,TR,electricity,electricity_central,dem,d023,26.00276596333333
AT,AT,electricity,electricity_central,dem,d024,5.227191101
BE,BE,electricity,electricity_central,dem,d024,6.234333209541666
BG,BG,electricity,electricity_central,dem,d024,4.199150643166667
CH,CH,electricity,electricity_central,dem,d024,11.697312852916667
CZ,CZ,electricity,electricity_central,dem,d024,6.235481159208335
DK,DK,electricity,electricity_central,dem,d024,5.3786620405833325
ES,ES,electricity,electricity_central,dem,d024,31.29914761291667
FI,FI,electricity,electricity_central,dem,d024,2.7238148961249995
FR,FR,electricity,electricity_central,dem,d024,75.74582608333334
GR,GR,electricity,electricity_central,dem,d024,6.84756264025
HR,HR,electricity,electricity_central,dem,d024,2.3283859667500004
HU,HU,electricity,electricity_central,dem,d024,3.7012702975000003
IE,IE,electricity,electricity_central,dem,d024,3.082477007416667
IT,IT,electricity,electricity_central,dem,d024,15.918759439583335
LU,LU,electricity,electricity_central,dem,d024,0.8221044550833333
NL,NL,electricity,electricity_central,dem,d024,8.926457687458333
NO,NO,electricity,electricity_central,dem,d024,15.969938636666669
PL,PL,electricity,electricity_central,dem,d024,18.68641153333333
PT,PT,electricity,electricity_central,dem,d024,5.725823097291666
