timestep_4,technology_1,region_1,parameter,value
h7349,pumpedHydro,NO,stInflow,24.7
h7349,pumpedHydro,SE,stInflow,4.98
h7350,pumpedHydro,AT,stInflow,7.846
h7350,pumpedHydro,CH,stInflow,10.39
h7350,pumpedHydro,FR,stInflow,12.716
h7350,pumpedHydro,IT,stInflow,15.102
h7350,pumpedHydro,NO,stInflow,24.7
h7350,pumpedHydro,SE,stInflow,4.98
h7351,pumpedHydro,AT,stInflow,7.846
h7351,pumpedHydro,CH,stInflow,10.39
h7351,pumpedHydro,FR,stInflow,12.716
h7351,pumpedHydro,IT,stInflow,15.102
h7351,pumpedHydro,NO,stInflow,24.7
h7351,pumpedHydro,SE,stInflow,4.98
h7352,pumpedHydro,AT,stInflow,7.846
h7352,pumpedHydro,CH,stInflow,10.39
h7352,pumpedHydro,FR,stInflow,12.716
h7352,pumpedHydro,IT,stInflow,15.102
h7352,pumpedHydro,NO,stInflow,24.7
h7352,pumpedHydro,SE,stInflow,4.98
h7353,pumpedHydro,AT,stInflow,7.846
h7353,pumpedHydro,CH,stInflow,10.39
h7353,pumpedHydro,FR,stInflow,12.716
h7353,pumpedHydro,IT,stInflow,15.102
h7353,pumpedHydro,NO,stInflow,24.7
h7353,pumpedHydro,SE,stInflow,4.98
h7354,pumpedHydro,AT,stInflow,7.846
h7354,pumpedHydro,CH,stInflow,10.39
h7354,pumpedHydro,FR,stInflow,12.716
h7354,pumpedHydro,IT,stInflow,15.102
h7354,pumpedHydro,NO,stInflow,24.7
h7354,pumpedHydro,SE,stInflow,4.98
h7355,pumpedHydro,AT,stInflow,7.846
h7355,pumpedHydro,CH,stInflow,10.39
h7355,pumpedHydro,FR,stInflow,12.716
h7355,pumpedHydro,IT,stInflow,15.102
h7355,pumpedHydro,NO,stInflow,24.7
h7355,pumpedHydro,SE,stInflow,4.98
h7356,pumpedHydro,AT,stInflow,7.846
h7356,pumpedHydro,CH,stInflow,10.39
h7356,pumpedHydro,FR,stInflow,12.716
h7356,pumpedHydro,IT,stInflow,15.102
h7356,pumpedHydro,NO,stInflow,24.7
h7356,pumpedHydro,SE,stInflow,4.98
h7357,pumpedHydro,AT,stInflow,7.846
h7357,pumpedHydro,CH,stInflow,10.39
h7357,pumpedHydro,FR,stInflow,12.716
h7357,pumpedHydro,IT,stInflow,15.102
h7357,pumpedHydro,NO,stInflow,24.7
h7357,pumpedHydro,SE,stInflow,4.98
h7358,pumpedHydro,AT,stInflow,7.846
h7358,pumpedHydro,CH,stInflow,10.39
h7358,pumpedHydro,FR,stInflow,12.716
h7358,pumpedHydro,IT,stInflow,15.102
h7358,pumpedHydro,NO,stInflow,24.7
h7358,pumpedHydro,SE,stInflow,4.98
h7359,pumpedHydro,AT,stInflow,7.846
h7359,pumpedHydro,CH,stInflow,10.39
h7359,pumpedHydro,FR,stInflow,12.716
h7359,pumpedHydro,IT,stInflow,15.102
h7359,pumpedHydro,NO,stInflow,24.7
h7359,pumpedHydro,SE,stInflow,4.98
h7360,pumpedHydro,AT,stInflow,7.846
h7360,pumpedHydro,CH,stInflow,10.39
h7360,pumpedHydro,FR,stInflow,12.716
h7360,pumpedHydro,IT,stInflow,15.102
h7360,pumpedHydro,NO,stInflow,24.7
h7360,pumpedHydro,SE,stInflow,4.98
h7361,pumpedHydro,AT,stInflow,7.846
h7361,pumpedHydro,CH,stInflow,10.39
h7361,pumpedHydro,FR,stInflow,12.716
h7361,pumpedHydro,IT,stInflow,15.102
h7361,pumpedHydro,NO,stInflow,24.7
h7361,pumpedHydro,SE,stInflow,4.98
h7362,pumpedHydro,AT,stInflow,7.846
h7362,pumpedHydro,CH,stInflow,10.39
h7362,pumpedHydro,FR,stInflow,12.716
h7362,pumpedHydro,IT,stInflow,15.102
h7362,pumpedHydro,NO,stInflow,24.7
h7362,pumpedHydro,SE,stInflow,4.98
h7363,pumpedHydro,AT,stInflow,7.846
h7363,pumpedHydro,CH,stInflow,10.39
h7363,pumpedHydro,FR,stInflow,12.716
h7363,pumpedHydro,IT,stInflow,15.102
h7363,pumpedHydro,NO,stInflow,24.7
h7363,pumpedHydro,SE,stInflow,4.98
h7364,pumpedHydro,AT,stInflow,7.846
h7364,pumpedHydro,CH,stInflow,10.39
h7364,pumpedHydro,FR,stInflow,12.716
h7364,pumpedHydro,IT,stInflow,15.102
h7364,pumpedHydro,NO,stInflow,24.7
h7364,pumpedHydro,SE,stInflow,4.98
h7365,pumpedHydro,AT,stInflow,7.846
h7365,pumpedHydro,CH,stInflow,10.39
h7365,pumpedHydro,FR,stInflow,12.716
h7365,pumpedHydro,IT,stInflow,15.102
h7365,pumpedHydro,NO,stInflow,24.7
h7365,pumpedHydro,SE,stInflow,4.98
h7366,pumpedHydro,AT,stInflow,7.846
h7366,pumpedHydro,CH,stInflow,10.39
h7366,pumpedHydro,FR,stInflow,12.716
h7366,pumpedHydro,IT,stInflow,15.102
h7366,pumpedHydro,NO,stInflow,24.7
h7366,pumpedHydro,SE,stInflow,4.98
h7367,pumpedHydro,AT,stInflow,7.846
h7367,pumpedHydro,CH,stInflow,10.39
h7367,pumpedHydro,FR,stInflow,12.716
h7367,pumpedHydro,IT,stInflow,15.102
h7367,pumpedHydro,NO,stInflow,24.7
h7367,pumpedHydro,SE,stInflow,4.98
h7368,pumpedHydro,AT,stInflow,7.846
h7368,pumpedHydro,CH,stInflow,10.39
h7368,pumpedHydro,FR,stInflow,12.716
h7368,pumpedHydro,IT,stInflow,15.102
h7368,pumpedHydro,NO,stInflow,24.7
h7368,pumpedHydro,SE,stInflow,4.98
h7369,pumpedHydro,AT,stInflow,7.846
h7369,pumpedHydro,CH,stInflow,10.39
h7369,pumpedHydro,FR,stInflow,12.716
h7369,pumpedHydro,IT,stInflow,15.102
h7369,pumpedHydro,NO,stInflow,24.7
h7369,pumpedHydro,SE,stInflow,4.98
h7370,pumpedHydro,AT,stInflow,7.846
h7370,pumpedHydro,CH,stInflow,10.39
h7370,pumpedHydro,FR,stInflow,12.716
h7370,pumpedHydro,IT,stInflow,15.102
h7370,pumpedHydro,NO,stInflow,24.7
h7370,pumpedHydro,SE,stInflow,4.98
h7371,pumpedHydro,AT,stInflow,7.846
h7371,pumpedHydro,CH,stInflow,10.39
h7371,pumpedHydro,FR,stInflow,12.716
h7371,pumpedHydro,IT,stInflow,15.102
h7371,pumpedHydro,NO,stInflow,24.7
h7371,pumpedHydro,SE,stInflow,4.98
h7372,pumpedHydro,AT,stInflow,7.846
h7372,pumpedHydro,CH,stInflow,10.39
h7372,pumpedHydro,FR,stInflow,12.716
h7372,pumpedHydro,IT,stInflow,15.102
h7372,pumpedHydro,NO,stInflow,24.7
h7372,pumpedHydro,SE,stInflow,4.98
h7373,pumpedHydro,AT,stInflow,7.846
h7373,pumpedHydro,CH,stInflow,10.39
h7373,pumpedHydro,FR,stInflow,12.716
h7373,pumpedHydro,IT,stInflow,15.102
h7373,pumpedHydro,NO,stInflow,24.7
h7373,pumpedHydro,SE,stInflow,4.98
h7374,pumpedHydro,AT,stInflow,7.846
h7374,pumpedHydro,CH,stInflow,10.39
h7374,pumpedHydro,FR,stInflow,12.716
h7374,pumpedHydro,IT,stInflow,15.102
h7374,pumpedHydro,NO,stInflow,24.7
h7374,pumpedHydro,SE,stInflow,4.98
h7375,pumpedHydro,AT,stInflow,7.846
h7375,pumpedHydro,CH,stInflow,10.39
h7375,pumpedHydro,FR,stInflow,12.716
h7375,pumpedHydro,IT,stInflow,15.102
h7375,pumpedHydro,NO,stInflow,24.7
h7375,pumpedHydro,SE,stInflow,4.98
h7376,pumpedHydro,AT,stInflow,7.846
h7376,pumpedHydro,CH,stInflow,10.39
h7376,pumpedHydro,FR,stInflow,12.716
h7376,pumpedHydro,IT,stInflow,15.102
h7376,pumpedHydro,NO,stInflow,24.7
h7376,pumpedHydro,SE,stInflow,4.98
h7377,pumpedHydro,AT,stInflow,7.846
h7377,pumpedHydro,CH,stInflow,10.39
h7377,pumpedHydro,FR,stInflow,12.716
h7377,pumpedHydro,IT,stInflow,15.102
h7377,pumpedHydro,NO,stInflow,24.7
h7377,pumpedHydro,SE,stInflow,4.98
h7378,pumpedHydro,AT,stInflow,7.846
h7378,pumpedHydro,CH,stInflow,10.39
h7378,pumpedHydro,FR,stInflow,12.716
h7378,pumpedHydro,IT,stInflow,15.102
h7378,pumpedHydro,NO,stInflow,24.7
h7378,pumpedHydro,SE,stInflow,4.98
h7379,pumpedHydro,AT,stInflow,7.846
h7379,pumpedHydro,CH,stInflow,10.39
h7379,pumpedHydro,FR,stInflow,12.716
h7379,pumpedHydro,IT,stInflow,15.102
h7379,pumpedHydro,NO,stInflow,24.7
h7379,pumpedHydro,SE,stInflow,4.98
h7380,pumpedHydro,AT,stInflow,7.846
h7380,pumpedHydro,CH,stInflow,10.39
h7380,pumpedHydro,FR,stInflow,12.716
h7380,pumpedHydro,IT,stInflow,15.102
h7380,pumpedHydro,NO,stInflow,24.7
h7380,pumpedHydro,SE,stInflow,4.98
h7381,pumpedHydro,AT,stInflow,7.846
h7381,pumpedHydro,CH,stInflow,10.39
h7381,pumpedHydro,FR,stInflow,12.716
h7381,pumpedHydro,IT,stInflow,15.102
h7381,pumpedHydro,NO,stInflow,24.7
h7381,pumpedHydro,SE,stInflow,4.98
h7382,pumpedHydro,AT,stInflow,7.846
h7382,pumpedHydro,CH,stInflow,10.39
h7382,pumpedHydro,FR,stInflow,12.716
h7382,pumpedHydro,IT,stInflow,15.102
h7382,pumpedHydro,NO,stInflow,24.7
h7382,pumpedHydro,SE,stInflow,4.98
h7383,pumpedHydro,AT,stInflow,7.846
h7383,pumpedHydro,CH,stInflow,10.39
h7383,pumpedHydro,FR,stInflow,12.716
h7383,pumpedHydro,IT,stInflow,15.102
h7383,pumpedHydro,NO,stInflow,24.7
h7383,pumpedHydro,SE,stInflow,4.98
h7384,pumpedHydro,AT,stInflow,7.846
h7384,pumpedHydro,CH,stInflow,10.39
h7384,pumpedHydro,FR,stInflow,12.716
h7384,pumpedHydro,IT,stInflow,15.102
h7384,pumpedHydro,NO,stInflow,24.7
h7384,pumpedHydro,SE,stInflow,4.98
h7385,pumpedHydro,AT,stInflow,7.846
h7385,pumpedHydro,CH,stInflow,10.39
h7385,pumpedHydro,FR,stInflow,12.716
h7385,pumpedHydro,IT,stInflow,15.102
h7385,pumpedHydro,NO,stInflow,24.7
h7385,pumpedHydro,SE,stInflow,4.98
h7386,pumpedHydro,AT,stInflow,7.846
h7386,pumpedHydro,CH,stInflow,10.39
h7386,pumpedHydro,FR,stInflow,12.716
h7386,pumpedHydro,IT,stInflow,15.102
h7386,pumpedHydro,NO,stInflow,24.7
h7386,pumpedHydro,SE,stInflow,4.98
h7387,pumpedHydro,AT,stInflow,7.846
h7387,pumpedHydro,CH,stInflow,10.39
h7387,pumpedHydro,FR,stInflow,12.716
h7387,pumpedHydro,IT,stInflow,15.102
h7387,pumpedHydro,NO,stInflow,24.7
h7387,pumpedHydro,SE,stInflow,4.98
h7388,pumpedHydro,AT,stInflow,7.846
h7388,pumpedHydro,CH,stInflow,10.39
h7388,pumpedHydro,FR,stInflow,12.716
h7388,pumpedHydro,IT,stInflow,15.102
h7388,pumpedHydro,NO,stInflow,24.7
h7388,pumpedHydro,SE,stInflow,4.98
h7389,pumpedHydro,AT,stInflow,7.846
h7389,pumpedHydro,CH,stInflow,10.39
h7389,pumpedHydro,FR,stInflow,12.716
h7389,pumpedHydro,IT,stInflow,15.102
h7389,pumpedHydro,NO,stInflow,24.7
h7389,pumpedHydro,SE,stInflow,4.98
h7390,pumpedHydro,AT,stInflow,7.846
h7390,pumpedHydro,CH,stInflow,10.39
h7390,pumpedHydro,FR,stInflow,12.716
h7390,pumpedHydro,IT,stInflow,15.102
h7390,pumpedHydro,NO,stInflow,24.7
h7390,pumpedHydro,SE,stInflow,4.98
h7391,pumpedHydro,AT,stInflow,7.846
h7391,pumpedHydro,CH,stInflow,10.39
h7391,pumpedHydro,FR,stInflow,12.716
h7391,pumpedHydro,IT,stInflow,15.102
h7391,pumpedHydro,NO,stInflow,24.7
h7391,pumpedHydro,SE,stInflow,4.98
h7392,pumpedHydro,AT,stInflow,7.846
h7392,pumpedHydro,CH,stInflow,10.39
h7392,pumpedHydro,FR,stInflow,12.716
h7392,pumpedHydro,IT,stInflow,15.102
h7392,pumpedHydro,NO,stInflow,24.7
h7392,pumpedHydro,SE,stInflow,4.98
h7393,pumpedHydro,AT,stInflow,7.846
h7393,pumpedHydro,CH,stInflow,10.39
h7393,pumpedHydro,FR,stInflow,12.716
h7393,pumpedHydro,IT,stInflow,15.102
h7393,pumpedHydro,NO,stInflow,24.7
h7393,pumpedHydro,SE,stInflow,4.98
h7394,pumpedHydro,AT,stInflow,7.846
h7394,pumpedHydro,CH,stInflow,10.39
h7394,pumpedHydro,FR,stInflow,12.716
h7394,pumpedHydro,IT,stInflow,15.102
h7394,pumpedHydro,NO,stInflow,24.7
h7394,pumpedHydro,SE,stInflow,4.98
h7395,pumpedHydro,AT,stInflow,7.846
h7395,pumpedHydro,CH,stInflow,10.39
h7395,pumpedHydro,FR,stInflow,12.716
h7395,pumpedHydro,IT,stInflow,15.102
h7395,pumpedHydro,NO,stInflow,24.7
h7395,pumpedHydro,SE,stInflow,4.98
h7396,pumpedHydro,AT,stInflow,7.846
h7396,pumpedHydro,CH,stInflow,10.39
h7396,pumpedHydro,FR,stInflow,12.716
h7396,pumpedHydro,IT,stInflow,15.102
h7396,pumpedHydro,NO,stInflow,24.7
h7396,pumpedHydro,SE,stInflow,4.98
h7397,pumpedHydro,AT,stInflow,7.846
h7397,pumpedHydro,CH,stInflow,10.39
h7397,pumpedHydro,FR,stInflow,12.716
h7397,pumpedHydro,IT,stInflow,15.102
h7397,pumpedHydro,NO,stInflow,24.7
h7397,pumpedHydro,SE,stInflow,4.98
h7398,pumpedHydro,AT,stInflow,7.846
h7398,pumpedHydro,CH,stInflow,10.39
h7398,pumpedHydro,FR,stInflow,12.716
h7398,pumpedHydro,IT,stInflow,15.102
h7398,pumpedHydro,NO,stInflow,24.7
h7398,pumpedHydro,SE,stInflow,4.98
h7399,pumpedHydro,AT,stInflow,7.846
h7399,pumpedHydro,CH,stInflow,10.39
h7399,pumpedHydro,FR,stInflow,12.716
h7399,pumpedHydro,IT,stInflow,15.102
h7399,pumpedHydro,NO,stInflow,24.7
h7399,pumpedHydro,SE,stInflow,4.98
h7400,pumpedHydro,AT,stInflow,7.846
h7400,pumpedHydro,CH,stInflow,10.39
h7400,pumpedHydro,FR,stInflow,12.716
h7400,pumpedHydro,IT,stInflow,15.102
h7400,pumpedHydro,NO,stInflow,24.7
h7400,pumpedHydro,SE,stInflow,4.98
h7401,pumpedHydro,AT,stInflow,7.846
h7401,pumpedHydro,CH,stInflow,10.39
h7401,pumpedHydro,FR,stInflow,12.716
h7401,pumpedHydro,IT,stInflow,15.102
h7401,pumpedHydro,NO,stInflow,24.7
h7401,pumpedHydro,SE,stInflow,4.98
h7402,pumpedHydro,AT,stInflow,7.846
h7402,pumpedHydro,CH,stInflow,10.39
h7402,pumpedHydro,FR,stInflow,12.716
h7402,pumpedHydro,IT,stInflow,15.102
h7402,pumpedHydro,NO,stInflow,24.7
h7402,pumpedHydro,SE,stInflow,4.98
h7403,pumpedHydro,AT,stInflow,7.846
h7403,pumpedHydro,CH,stInflow,10.39
h7403,pumpedHydro,FR,stInflow,12.716
h7403,pumpedHydro,IT,stInflow,15.102
h7403,pumpedHydro,NO,stInflow,24.7
h7403,pumpedHydro,SE,stInflow,4.98
h7404,pumpedHydro,AT,stInflow,7.846
h7404,pumpedHydro,CH,stInflow,10.39
h7404,pumpedHydro,FR,stInflow,12.716
h7404,pumpedHydro,IT,stInflow,15.102
h7404,pumpedHydro,NO,stInflow,24.7
h7404,pumpedHydro,SE,stInflow,4.98
h7405,pumpedHydro,AT,stInflow,7.846
h7405,pumpedHydro,CH,stInflow,10.39
h7405,pumpedHydro,FR,stInflow,12.716
h7405,pumpedHydro,IT,stInflow,15.102
h7405,pumpedHydro,NO,stInflow,24.7
h7405,pumpedHydro,SE,stInflow,4.98
h7406,pumpedHydro,AT,stInflow,7.846
h7406,pumpedHydro,CH,stInflow,10.39
h7406,pumpedHydro,FR,stInflow,12.716
h7406,pumpedHydro,IT,stInflow,15.102
h7406,pumpedHydro,NO,stInflow,24.7
h7406,pumpedHydro,SE,stInflow,4.98
h7407,pumpedHydro,AT,stInflow,7.846
h7407,pumpedHydro,CH,stInflow,10.39
h7407,pumpedHydro,FR,stInflow,12.716
h7407,pumpedHydro,IT,stInflow,15.102
h7407,pumpedHydro,NO,stInflow,24.7
h7407,pumpedHydro,SE,stInflow,4.98
h7408,pumpedHydro,AT,stInflow,7.846
h7408,pumpedHydro,CH,stInflow,10.39
h7408,pumpedHydro,FR,stInflow,12.716
h7408,pumpedHydro,IT,stInflow,15.102
h7408,pumpedHydro,NO,stInflow,24.7
h7408,pumpedHydro,SE,stInflow,4.98
h7409,pumpedHydro,AT,stInflow,7.846
h7409,pumpedHydro,CH,stInflow,10.39
h7409,pumpedHydro,FR,stInflow,12.716
h7409,pumpedHydro,IT,stInflow,15.102
h7409,pumpedHydro,NO,stInflow,24.7
h7409,pumpedHydro,SE,stInflow,4.98
h7410,pumpedHydro,AT,stInflow,7.846
h7410,pumpedHydro,CH,stInflow,10.39
h7410,pumpedHydro,FR,stInflow,12.716
h7410,pumpedHydro,IT,stInflow,15.102
h7410,pumpedHydro,NO,stInflow,24.7
h7410,pumpedHydro,SE,stInflow,4.98
h7411,pumpedHydro,AT,stInflow,7.846
h7411,pumpedHydro,CH,stInflow,10.39
h7411,pumpedHydro,FR,stInflow,12.716
h7411,pumpedHydro,IT,stInflow,15.102
h7411,pumpedHydro,NO,stInflow,24.7
h7411,pumpedHydro,SE,stInflow,4.98
h7412,pumpedHydro,AT,stInflow,7.846
h7412,pumpedHydro,CH,stInflow,10.39
h7412,pumpedHydro,FR,stInflow,12.716
h7412,pumpedHydro,IT,stInflow,15.102
h7412,pumpedHydro,NO,stInflow,24.7
h7412,pumpedHydro,SE,stInflow,4.98
h7413,pumpedHydro,AT,stInflow,7.846
h7413,pumpedHydro,CH,stInflow,10.39
h7413,pumpedHydro,FR,stInflow,12.716
h7413,pumpedHydro,IT,stInflow,15.102
h7413,pumpedHydro,NO,stInflow,24.7
h7413,pumpedHydro,SE,stInflow,4.98
h7414,pumpedHydro,AT,stInflow,7.846
h7414,pumpedHydro,CH,stInflow,10.39
h7414,pumpedHydro,FR,stInflow,12.716
h7414,pumpedHydro,IT,stInflow,15.102
h7414,pumpedHydro,NO,stInflow,24.7
h7414,pumpedHydro,SE,stInflow,4.98
h7415,pumpedHydro,AT,stInflow,7.846
h7415,pumpedHydro,CH,stInflow,10.39
h7415,pumpedHydro,FR,stInflow,12.716
h7415,pumpedHydro,IT,stInflow,15.102
h7415,pumpedHydro,NO,stInflow,24.7
h7415,pumpedHydro,SE,stInflow,4.98
h7416,pumpedHydro,AT,stInflow,7.846
h7416,pumpedHydro,CH,stInflow,10.39
h7416,pumpedHydro,FR,stInflow,12.716
h7416,pumpedHydro,IT,stInflow,15.102
h7416,pumpedHydro,NO,stInflow,24.7
h7416,pumpedHydro,SE,stInflow,4.98
h7417,pumpedHydro,AT,stInflow,7.846
h7417,pumpedHydro,CH,stInflow,10.39
h7417,pumpedHydro,FR,stInflow,12.716
h7417,pumpedHydro,IT,stInflow,15.102
h7417,pumpedHydro,NO,stInflow,24.7
h7417,pumpedHydro,SE,stInflow,4.98
h7418,pumpedHydro,AT,stInflow,7.846
h7418,pumpedHydro,CH,stInflow,10.39
h7418,pumpedHydro,FR,stInflow,12.716
h7418,pumpedHydro,IT,stInflow,15.102
h7418,pumpedHydro,NO,stInflow,24.7
h7418,pumpedHydro,SE,stInflow,4.98
h7419,pumpedHydro,AT,stInflow,7.846
h7419,pumpedHydro,CH,stInflow,10.39
h7419,pumpedHydro,FR,stInflow,12.716
h7419,pumpedHydro,IT,stInflow,15.102
h7419,pumpedHydro,NO,stInflow,24.7
h7419,pumpedHydro,SE,stInflow,4.98
h7420,pumpedHydro,AT,stInflow,7.846
h7420,pumpedHydro,CH,stInflow,10.39
h7420,pumpedHydro,FR,stInflow,12.716
h7420,pumpedHydro,IT,stInflow,15.102
h7420,pumpedHydro,NO,stInflow,24.7
h7420,pumpedHydro,SE,stInflow,4.98
h7421,pumpedHydro,AT,stInflow,7.846
h7421,pumpedHydro,CH,stInflow,10.39
h7421,pumpedHydro,FR,stInflow,12.716
h7421,pumpedHydro,IT,stInflow,15.102
h7421,pumpedHydro,NO,stInflow,24.7
h7421,pumpedHydro,SE,stInflow,4.98
h7422,pumpedHydro,AT,stInflow,7.846
h7422,pumpedHydro,CH,stInflow,10.39
h7422,pumpedHydro,FR,stInflow,12.716
h7422,pumpedHydro,IT,stInflow,15.102
h7422,pumpedHydro,NO,stInflow,24.7
h7422,pumpedHydro,SE,stInflow,4.98
h7423,pumpedHydro,AT,stInflow,7.846
h7423,pumpedHydro,CH,stInflow,10.39
h7423,pumpedHydro,FR,stInflow,12.716
h7423,pumpedHydro,IT,stInflow,15.102
h7423,pumpedHydro,NO,stInflow,24.7
h7423,pumpedHydro,SE,stInflow,4.98
h7424,pumpedHydro,AT,stInflow,7.846
h7424,pumpedHydro,CH,stInflow,10.39
h7424,pumpedHydro,FR,stInflow,12.716
h7424,pumpedHydro,IT,stInflow,15.102
h7424,pumpedHydro,NO,stInflow,24.7
h7424,pumpedHydro,SE,stInflow,4.98
h7425,pumpedHydro,AT,stInflow,7.846
h7425,pumpedHydro,CH,stInflow,10.39
h7425,pumpedHydro,FR,stInflow,12.716
h7425,pumpedHydro,IT,stInflow,15.102
h7425,pumpedHydro,NO,stInflow,24.7
h7425,pumpedHydro,SE,stInflow,4.98
h7426,pumpedHydro,AT,stInflow,7.846
h7426,pumpedHydro,CH,stInflow,10.39
h7426,pumpedHydro,FR,stInflow,12.716
h7426,pumpedHydro,IT,stInflow,15.102
h7426,pumpedHydro,NO,stInflow,24.7
h7426,pumpedHydro,SE,stInflow,4.98
h7427,pumpedHydro,AT,stInflow,7.846
h7427,pumpedHydro,CH,stInflow,10.39
h7427,pumpedHydro,FR,stInflow,12.716
h7427,pumpedHydro,IT,stInflow,15.102
h7427,pumpedHydro,NO,stInflow,24.7
h7427,pumpedHydro,SE,stInflow,4.98
h7428,pumpedHydro,AT,stInflow,7.846
h7428,pumpedHydro,CH,stInflow,10.39
h7428,pumpedHydro,FR,stInflow,12.716
h7428,pumpedHydro,IT,stInflow,15.102
h7428,pumpedHydro,NO,stInflow,24.7
h7428,pumpedHydro,SE,stInflow,4.98
h7429,pumpedHydro,AT,stInflow,7.846
h7429,pumpedHydro,CH,stInflow,10.39
h7429,pumpedHydro,FR,stInflow,12.716
h7429,pumpedHydro,IT,stInflow,15.102
h7429,pumpedHydro,NO,stInflow,24.7
h7429,pumpedHydro,SE,stInflow,4.98
h7430,pumpedHydro,AT,stInflow,7.846
h7430,pumpedHydro,CH,stInflow,10.39
h7430,pumpedHydro,FR,stInflow,12.716
h7430,pumpedHydro,IT,stInflow,15.102
h7430,pumpedHydro,NO,stInflow,24.7
h7430,pumpedHydro,SE,stInflow,4.98
h7431,pumpedHydro,AT,stInflow,7.846
h7431,pumpedHydro,CH,stInflow,10.39
h7431,pumpedHydro,FR,stInflow,12.716
h7431,pumpedHydro,IT,stInflow,15.102
h7431,pumpedHydro,NO,stInflow,24.7
h7431,pumpedHydro,SE,stInflow,4.98
h7432,pumpedHydro,AT,stInflow,7.846
h7432,pumpedHydro,CH,stInflow,10.39
h7432,pumpedHydro,FR,stInflow,12.716
h7432,pumpedHydro,IT,stInflow,15.102
h7432,pumpedHydro,NO,stInflow,24.7
h7432,pumpedHydro,SE,stInflow,4.98
h7433,pumpedHydro,AT,stInflow,7.846
h7433,pumpedHydro,CH,stInflow,10.39
h7433,pumpedHydro,FR,stInflow,12.716
h7433,pumpedHydro,IT,stInflow,15.102
h7433,pumpedHydro,NO,stInflow,24.7
h7433,pumpedHydro,SE,stInflow,4.98
h7434,pumpedHydro,AT,stInflow,7.846
h7434,pumpedHydro,CH,stInflow,10.39
h7434,pumpedHydro,FR,stInflow,12.716
h7434,pumpedHydro,IT,stInflow,15.102
h7434,pumpedHydro,NO,stInflow,24.7
h7434,pumpedHydro,SE,stInflow,4.98
h7435,pumpedHydro,AT,stInflow,7.846
h7435,pumpedHydro,CH,stInflow,10.39
h7435,pumpedHydro,FR,stInflow,12.716
h7435,pumpedHydro,IT,stInflow,15.102
h7435,pumpedHydro,NO,stInflow,24.7
h7435,pumpedHydro,SE,stInflow,4.98
h7436,pumpedHydro,AT,stInflow,7.846
h7436,pumpedHydro,CH,stInflow,10.39
h7436,pumpedHydro,FR,stInflow,12.716
h7436,pumpedHydro,IT,stInflow,15.102
h7436,pumpedHydro,NO,stInflow,24.7
h7436,pumpedHydro,SE,stInflow,4.98
h7437,pumpedHydro,AT,stInflow,7.846
h7437,pumpedHydro,CH,stInflow,10.39
h7437,pumpedHydro,FR,stInflow,12.716
h7437,pumpedHydro,IT,stInflow,15.102
h7437,pumpedHydro,NO,stInflow,24.7
h7437,pumpedHydro,SE,stInflow,4.98
h7438,pumpedHydro,AT,stInflow,7.846
h7438,pumpedHydro,CH,stInflow,10.39
h7438,pumpedHydro,FR,stInflow,12.716
h7438,pumpedHydro,IT,stInflow,15.102
h7438,pumpedHydro,NO,stInflow,24.7
h7438,pumpedHydro,SE,stInflow,4.98
h7439,pumpedHydro,AT,stInflow,7.846
h7439,pumpedHydro,CH,stInflow,10.39
h7439,pumpedHydro,FR,stInflow,12.716
h7439,pumpedHydro,IT,stInflow,15.102
h7439,pumpedHydro,NO,stInflow,24.7
h7439,pumpedHydro,SE,stInflow,4.98
h7440,pumpedHydro,AT,stInflow,7.846
h7440,pumpedHydro,CH,stInflow,10.39
h7440,pumpedHydro,FR,stInflow,12.716
h7440,pumpedHydro,IT,stInflow,15.102
h7440,pumpedHydro,NO,stInflow,24.7
h7440,pumpedHydro,SE,stInflow,4.98
h7441,pumpedHydro,AT,stInflow,7.846
h7441,pumpedHydro,CH,stInflow,10.39
h7441,pumpedHydro,FR,stInflow,12.716
h7441,pumpedHydro,IT,stInflow,15.102
h7441,pumpedHydro,NO,stInflow,24.7
h7441,pumpedHydro,SE,stInflow,4.98
h7442,pumpedHydro,AT,stInflow,7.846
h7442,pumpedHydro,CH,stInflow,10.39
h7442,pumpedHydro,FR,stInflow,12.716
h7442,pumpedHydro,IT,stInflow,15.102
h7442,pumpedHydro,NO,stInflow,24.7
h7442,pumpedHydro,SE,stInflow,4.98
h7443,pumpedHydro,AT,stInflow,7.846
h7443,pumpedHydro,CH,stInflow,10.39
h7443,pumpedHydro,FR,stInflow,12.716
h7443,pumpedHydro,IT,stInflow,15.102
h7443,pumpedHydro,NO,stInflow,24.7
h7443,pumpedHydro,SE,stInflow,4.98
h7444,pumpedHydro,AT,stInflow,7.846
h7444,pumpedHydro,CH,stInflow,10.39
h7444,pumpedHydro,FR,stInflow,12.716
h7444,pumpedHydro,IT,stInflow,15.102
h7444,pumpedHydro,NO,stInflow,24.7
h7444,pumpedHydro,SE,stInflow,4.98
h7445,pumpedHydro,AT,stInflow,7.846
h7445,pumpedHydro,CH,stInflow,10.39
h7445,pumpedHydro,FR,stInflow,12.716
h7445,pumpedHydro,IT,stInflow,15.102
h7445,pumpedHydro,NO,stInflow,24.7
h7445,pumpedHydro,SE,stInflow,4.98
h7446,pumpedHydro,AT,stInflow,7.846
h7446,pumpedHydro,CH,stInflow,10.39
h7446,pumpedHydro,FR,stInflow,12.716
h7446,pumpedHydro,IT,stInflow,15.102
