region_2,technology_1,technology_2,parameter,timestep_2,value
DE11,wind_onshore,onshore_a,avaConv,d323,0.525862812512348
DE11,wind_onshore,onshore_a,avaConv,d324,0.6351754175753954
DE11,wind_onshore,onshore_a,avaConv,d325,0.5330104929386811
DE11,wind_onshore,onshore_a,avaConv,d326,0.28890517451277337
DE11,wind_onshore,onshore_a,avaConv,d327,0.2952995876399218
DE11,wind_onshore,onshore_a,avaConv,d328,0.5008768948930036
DE11,wind_onshore,onshore_a,avaConv,d329,0.5918022576860721
DE11,wind_onshore,onshore_a,avaConv,d330,0.1602973622756961
DE11,wind_onshore,onshore_a,avaConv,d331,0.3023886870935264
DE11,wind_onshore,onshore_a,avaConv,d332,0.4807534752594689
DE11,wind_onshore,onshore_a,avaConv,d333,0.4193794898266204
DE11,wind_onshore,onshore_a,avaConv,d334,0.37241060542628396
DE11,wind_onshore,onshore_a,avaConv,d335,0.5106904467988926
DE11,wind_onshore,onshore_a,avaConv,d336,0.40315028787910306
DE11,wind_onshore,onshore_a,avaConv,d337,0.4399870262869756
DE11,wind_onshore,onshore_a,avaConv,d338,0.4065190320635506
DE11,wind_onshore,onshore_a,avaConv,d339,0.19710020639336245
DE11,wind_onshore,onshore_a,avaConv,d340,0.09926401223157266
DE11,wind_onshore,onshore_a,avaConv,d341,0.21252696856265318
DE11,wind_onshore,onshore_a,avaConv,d342,0.4148589692840739
DE11,wind_onshore,onshore_a,avaConv,d343,0.46285822830825785
DE11,wind_onshore,onshore_a,avaConv,d344,0.4298515781585362
DE11,wind_onshore,onshore_a,avaConv,d345,0.5967232237874275
DE11,wind_onshore,onshore_a,avaConv,d346,0.2896509661357331
DE11,wind_onshore,onshore_a,avaConv,d347,0.21591849188978365
DE11,wind_onshore,onshore_a,avaConv,d348,0.1622387643162935
DE11,wind_onshore,onshore_a,avaConv,d349,0.4216921702950798
DE11,wind_onshore,onshore_a,avaConv,d350,0.33556895460783903
DE11,wind_onshore,onshore_a,avaConv,d351,0.04081016918458435
DE11,wind_onshore,onshore_a,avaConv,d352,0.10342549073677883
DE11,wind_onshore,onshore_a,avaConv,d353,0.4240071816855015
DE11,wind_onshore,onshore_a,avaConv,d354,0.38411856405640016
DE11,wind_onshore,onshore_a,avaConv,d355,0.13795823240732033
DE11,wind_onshore,onshore_a,avaConv,d356,0.26650428697046535
DE11,wind_onshore,onshore_a,avaConv,d357,0.24265274408097445
DE11,wind_onshore,onshore_a,avaConv,d358,0.6715438661310144
DE11,wind_onshore,onshore_a,avaConv,d359,0.7081446436172433
DE11,wind_onshore,onshore_a,avaConv,d360,0.6010561748286855
DE11,wind_onshore,onshore_a,avaConv,d361,0.5343982422004645
DE11,wind_onshore,onshore_a,avaConv,d362,0.2891135555276519
DE11,wind_onshore,onshore_a,avaConv,d363,0.3886695582995569
DE11,wind_onshore,onshore_a,avaConv,d364,0.18127471468398434
DE11,wind_onshore,onshore_a,avaConv,d365,0.20307108599669108
DE11,wind_onshore,onshore_b,avaConv,d001,0.15464611929763125
DE11,wind_onshore,onshore_b,avaConv,d002,0.2715453038268852
DE11,wind_onshore,onshore_b,avaConv,d003,0.19741794530008402
DE11,wind_onshore,onshore_b,avaConv,d004,0.4356774163560792
DE11,wind_onshore,onshore_b,avaConv,d005,0.3274120967682931
DE11,wind_onshore,onshore_b,avaConv,d006,0.18729348301124335
DE11,wind_onshore,onshore_b,avaConv,d007,0.3920336126166221
DE11,wind_onshore,onshore_b,avaConv,d008,0.29326755998439086
DE11,wind_onshore,onshore_b,avaConv,d009,0.12953140965697438
DE11,wind_onshore,onshore_b,avaConv,d010,0.44524078839137404
DE11,wind_onshore,onshore_b,avaConv,d011,0.5277487504453118
